stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme
24hpf,5,0,0,0,0,0
3dpf,25.86,0,0,1.15,0.57,2.87
5dpf,4.65,2.07,0,4.13,0,11.37
10dpf,16.94,1.26,1.26,1.26,0,11.3
