stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,11.68,2.5,0.83,4.17,3.34,1.67
3dpf,24.71,0,0,7.47,0.57,0
5dpf,4.65,1.03,0,5.69,4.65,1.55
10dpf,5.65,0.63,0,3.77,2.51,0
