stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,0.83,0,0,0.83,0.83,0,0.83
3dpf,2.3,0,0,0,1.72,0,0.57
5dpf,1.55,0,1.03,0,3.1,0.52,1.03
10dpf,23.22,1.26,0,0,1.88,0,0
