stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,4.17,1.67,0.83,2.5,0,1.67,2.5,5
3dpf,4.6,1.15,0,8.62,0.57,0,1.15,0.57
5dpf,2.07,11.89,2.58,2.07,0,0.52,0,9.3
10dpf,3.14,2.51,1.26,1.26,0,0,0,1.26
