stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,14.18
3dpf,1.15,1.15,0.57,0.57,0,4.02
5dpf,0,0,0,0,0,46
10dpf,1.88,0,0,0,0.63,29.49
