stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,0,0,0,0,320.01,10.32
12hpf,15.42,9.64,0,3.86,5.78,1.93,0,1.93,161.93,13.49
14hpf,96.97,0,3.34,13.38,23.41,10.03,3.34,0,117.04,80.25
16hpf,278.91,18.46,22.56,22.56,38.97,22.56,8.2,8.2,129.2,96.39
19hpf,1381.38,10.95,4.38,56.92,70.05,19.7,15.32,35.03,102.89,170.76
24hpf,1089,16,18,165,203,66,29,9,179,102
2dpf,1472.98,30.86,110.1,357.82,695.62,1139.35,120.11,31.69,469.58,476.26
3dpf,3021.48,31.03,88.5,146.53,107.46,1257.32,21.26,0,155.15,185.61
5dpf,577.81,75.97,190.71,484.79,133.34,1226.95,77.52,77.01,343.17,975.77
10dpf,1551.89,55.85,200.18,264.82,63.38,564.78,47.69,0.63,126.13,148.1
