stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0.83,1.67,0.83,2.5
3dpf,1.72,0.57,0,0,0,0.57
5dpf,0,0.52,0,0,0,10.85
10dpf,0,0,0,0,0,2.51
