stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,periderm
24hpf,1,0,0,0,0,0
2dpf,25.02,0,2.5,0.83,0.83,1.67
3dpf,9.77,0.57,0,0.57,0,0.57
5dpf,10.85,0,0.52,2.07,0,0
10dpf,13.18,0,2.51,0,0,0
