stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,9.17,0,0,0,0,5,0.83,3.34,0
3dpf,19.54,0.57,0,0,0.57,5.75,0.57,0,0.57
5dpf,2.58,0,0.52,0,0,7.75,0,2.07,3.1
10dpf,21.34,0,0.63,0.63,0,9.41,0.63,0.63,0.63
