stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,5,0,0,0,1.67,0,0,0.83
3dpf,19.54,0,0,1.15,8.05,0.57,0.57,0.57
5dpf,0,0.52,0.52,3.1,1.03,0,0.52,1.03
10dpf,5.65,0,3.77,0,4.39,0,0,1.26
