stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,887.77,10.32,10.32,0,82.58,0,0,0,206.46,123.88
12hpf,1422.68,25.06,21.21,28.92,223.62,52.05,1.93,15.42,321.93,262.17
14hpf,571.8,0,30.09,23.41,66.88,33.44,10.03,3.34,150.47,86.94
16hpf,631.65,20.51,16.41,12.3,176.37,57.42,8.2,14.36,190.73,127.15
19hpf,772.78,2.19,0,6.57,61.3,26.27,8.76,2.19,15.32,21.89
24hpf,556,3,9,15,116,35,3,3,40,31
2dpf,546.32,6.67,29.19,45.87,276.91,336.13,32.53,4.17,116.77,122.61
3dpf,1485.46,14.94,20.69,18.96,40.8,413.17,10.34,0,32.18,56.89
5dpf,200.01,23.77,87.34,67.19,57.88,545.77,44.45,17.57,82.18,322.5
10dpf,819.56,54.6,82.83,76.56,32.63,646.99,20.08,1.26,84.09,99.78
