stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
16hpf,0,0,49.22,0,0,0,0,0,0
19hpf,0,0,39.41,0,0,0,0,0,0
24hpf,0,0,99,0,0,0,0,0,0
2dpf,5,0,85.91,0,2.5,0.83,0.83,0.83,1.67
3dpf,21.26,0,68.38,0,3.45,8.62,0.57,0,0.57
5dpf,2.58,0.52,122.49,1.55,5.17,9.3,3.1,1.03,4.13
10dpf,25.73,1.26,62.13,1.26,3.14,18.83,1.88,1.88,0.63
