stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0.83,0,0,0,0,0.83
3dpf,98.26,0.57,0,0,0.57,1.15,0,0,0
5dpf,2.07,0.52,1.55,0.52,0.52,4.13,0.52,0.52,5.69
10dpf,18.83,0.63,0,0,0.63,1.26,0,0.63,0
