stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0.83,0,0.83,0,0,0,7.51
3dpf,0.57,0,0,1.72,1.15,0,9.77
5dpf,1.03,0,0,1.55,3.1,0.52,52.72
10dpf,3.14,0.63,0,0.63,3.14,0.63,16.94
