stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
12hpf,0,5.78,0,0,0,0,0,0
16hpf,0,2.05,0,0,0,0,0,0
24hpf,0,1,0,0,0,0,0,0
3dpf,1.72,0.57,0,0.57,1.15,0,0,0
5dpf,0.52,3.1,0,30.49,17.06,1.03,0.52,1.03
10dpf,14.43,5.02,0.63,32,8.79,0.63,0,1.26
