stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0.83,0,1.67,0,4.17,0
3dpf,12.07,0,0.57,0.57,0.57,0
5dpf,0.52,0,1.03,0,3.1,0
10dpf,8.79,0.63,0,0,1.26,0.63
