stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,0.83,0,0,0,1.67,1.67
3dpf,0.57,2.87,0,0.57,0,0
5dpf,1.03,12.4,0,5.69,0.52,2.58
10dpf,3.14,30.12,0.63,2.51,0,0.63
