stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,0,0,2.5,1.67,5.84,4.17
3dpf,27.01,0.57,1.15,0.57,6.32,0.57,1.15
5dpf,0.52,0,1.03,0,2.58,7.75,0.52
10dpf,11.92,0,0,0.63,1.88,1.88,0
