stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,0.83,0,0,0,0,0.83
3dpf,43.67,0,0,1.15,3.45,0.57,0
5dpf,4.13,0,0.52,0.52,5.17,0.52,0
10dpf,48.95,0,0.63,0.63,4.39,0,0
