stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,3.34,0,0,0
3dpf,0,0.57,0.57,1.15,0
5dpf,0.52,2.07,0,1.03,0
10dpf,0.63,3.14,0,0,0.63
