stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0.83,0,0.83,0.83,1.67
3dpf,15.52,0,0,0,1.15
5dpf,1.03,0.52,2.07,0,1.55
10dpf,6.9,0.63,0.63,0,0.63
