stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,30.97,10.32,0,0,0,0,0,0,0,10.32
12hpf,50.12,9.64,0,1.93,21.21,1.93,0,0,15.42,1.93
14hpf,20.06,0,0,10.03,3.34,0,0,0,6.69,0
16hpf,22.56,0,8.2,4.1,6.15,2.05,2.05,2.05,12.3,16.41
19hpf,32.84,0,0,0,2.19,0,0,0,0,0
24hpf,27,0,2,0,2,2,0,0,1,0
2dpf,113.43,0.83,1.67,11.68,58.39,50.04,6.67,0,11.68,13.35
3dpf,332.14,4.02,2.3,3.45,4.6,40.8,3.45,0,2.87,6.32
5dpf,24.29,1.03,12.4,5.69,8.27,39.8,2.58,0.52,5.17,21.71
10dpf,67.77,1.26,4.39,4.39,0,23.22,0.63,0,2.51,2.51
