stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,0,0,0,0,1.67,0,0,0
3dpf,1.72,0.57,0.57,0,3.45,0,0,0.57
5dpf,0,0,0.52,0,1.03,0.52,0.52,2.07
10dpf,0.63,0,0,0.63,0,0,0,0
