stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,722.61,61.94,30.97,0,206.46,41.29,0,72.26,237.43,330.33
12hpf,738.33,30.84,34.7,23.13,208.2,46.27,3.86,152.29,233.26,350.85
14hpf,501.58,16.72,93.63,63.53,113.69,70.22,6.69,46.81,147.13,240.76
16hpf,545.52,36.91,24.61,57.42,200.98,63.58,20.51,90.24,266.61,274.81
19hpf,855.97,0,0,19.7,76.62,15.32,10.95,26.27,26.27,238.62
24hpf,615,3,7,43,147,56,20,13,144,109
2dpf,781.53,9.17,12.51,82.57,341.97,526.3,45.87,10.01,252.73,219.36
3dpf,1457.87,18.96,5.17,44.25,67.23,597.63,18.39,0,71.26,63.79
5dpf,189.68,14.47,7.75,81.66,39.28,315.78,21.19,17.06,82.69,202.6
10dpf,419.82,18.2,3.77,73.42,38.91,398.48,29.49,0.63,66.52,70.28
