stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,10.32,0,0,0,0,0,92.91,0,0
12hpf,90.6,0,0,9.64,3.86,0,0,283.38,0,15.42
14hpf,317.67,0,73.56,13.38,16.72,33.44,0,117.04,0,6.69
16hpf,162.01,6.15,55.37,8.2,127.15,77.93,6.15,145.61,4.1,20.51
19hpf,415.95,2.19,15.32,8.76,113.84,59.11,48.16,50.35,0,10.95
24hpf,154,1,39,27,159,69,5,25,7,1
2dpf,57.55,0,13.35,120.11,49.21,38.37,25.86,2.5,11.68,6.67
3dpf,123.55,0.57,10.34,62.64,18.39,45.97,38.5,0,5.17,1.72
5dpf,39.8,0.52,8.79,179.34,14.47,46,58.92,0,8.27,18.09
10dpf,87.23,0.63,49.58,113.58,4.39,13.81,22.59,0,3.77,0
