stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
19hpf,2.19,0,0,0,0,0,0,0
24hpf,10,0,0,0,0,0,0,0
2dpf,10.84,0,0,4.17,0,0,2.5,0
3dpf,115.5,0,0,9.19,0,0,1.15,0
5dpf,12.4,6.72,0,10.34,0.52,0.52,1.03,1.55
10dpf,41.42,2.51,1.88,0.63,0,0,0,0
