stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest
2dpf,0.83,0,0.83,2.5,0
3dpf,0.57,0,0,10.34,0.57
5dpf,0,1.03,0,1.55,0
10dpf,0,0,0,2.51,0
