stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,20.65,0,0,20.65,10.32,0
12hpf,21.21,9.64,0,1.93,11.57,3.86,0,21.21,15.42,17.35
14hpf,66.88,3.34,0,6.69,40.13,23.41,0,0,23.41,13.38
16hpf,26.66,16.41,2.05,4.1,207.13,49.22,8.2,4.1,28.71,8.2
19hpf,81,0,0,13.14,142.3,37.22,48.16,0,2.19,54.73
24hpf,121,3,3,84,143,70,133,0,15,9
2dpf,370.33,0.83,20.02,178.49,350.31,497.11,173.49,0.83,120.11,38.37
3dpf,2295.71,17.24,10.92,102.86,128.15,1105.04,28.73,0,50.57,25.28
5dpf,156.08,13.44,22.22,242.39,92,770.07,71.32,2.58,94.58,74.42
10dpf,641.34,8.16,10.04,169.43,63.38,497.01,45.81,0,39.53,17.57
