stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,309.69,0,0,0,165.17,10.32,0,0,10.32,0
12hpf,109.88,61.69,0,0,285.31,52.05,0,1.93,50.12,15.42
14hpf,36.78,53.5,3.34,23.41,267.51,13.38,23.41,0,23.41,66.88
16hpf,4.1,12.3,0,4.1,137.4,8.2,0,0,16.41,67.68
19hpf,0,10.95,0,2.19,83.19,4.38,4.38,0,0,87.57
24hpf,14,2,0,9,102,23,1,1,34,18
2dpf,12.51,0,0,39.2,89.25,151.8,3.34,4.17,43.37,14.18
3dpf,36.78,1.72,0,11.49,37.35,231.58,4.6,0,8.05,4.02
5dpf,5.17,3.1,2.58,31.01,25.84,191.74,4.65,24.29,12.4,33.59
10dpf,51.46,3.77,0.63,33.89,15.69,304.35,2.51,0.63,10.04,6.28
