stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,1,0,10,0,0,0,0
2dpf,0,0,4.17,0,0,1.67,2.5
3dpf,2.3,0,1.15,0,1.15,0,0.57
5dpf,0.52,0,10.34,0.52,3.1,0.52,0
10dpf,7.53,0.63,25.1,0.63,7.53,0,0.63
