stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
16hpf,0,0,0,0,57.42,0
19hpf,2.19,0,0,0,13.14,0
24hpf,3,1,1,1,497,1
2dpf,4.17,0,0.83,4.17,25.02,3.34
3dpf,0,0,0,0,1.72,0
5dpf,0,0,0.52,1.03,6.72,0.52
10dpf,3.77,0.63,0,0,3.14,0
