stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,23.35,1.67,1.67,1.67,2.5,0.83,3.34
3dpf,89.64,1.15,0,0,0.57,0,1.15
5dpf,1.55,1.03,1.55,0,3.1,0,1.55
10dpf,6.9,3.14,0.63,0,0,0,0.63
