stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,6441.52,113.55,30.97,0,1125.2,82.58,0,206.46,2560.09,2332.98
12hpf,5848.79,192.78,36.63,179.28,1501.72,260.25,15.42,356.63,2656.44,1862.21
14hpf,5724.69,90.28,257.48,351.11,1177.04,531.67,96.97,143.79,2200.26,2220.33
16hpf,4803.02,223.54,381.45,334.28,1558.62,611.14,157.91,217.39,2167.71,2436.37
19hpf,7318.44,61.3,172.95,236.43,941.35,385.3,218.92,91.95,777.16,2239.54
24hpf,5253,107,715,331,1367,599,277,39,2015,1190
2dpf,1973.42,62.56,211.02,289.42,748.17,1288.65,283.59,72.56,620.55,733.99
3dpf,4552.34,107.46,140.21,142.51,98.84,1110.21,68.96,0,136.77,296.52
5dpf,1019.19,115.25,484.27,520.96,186.06,2039.92,208.8,151.95,547.32,1744.3
10dpf,2638.78,205.83,440.53,460.61,171.94,1978.61,122.37,3.77,386.56,407.9
