stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,3416.89,41.29,20.65,0,464.53,41.29,0,72.26,1063.26,794.87
12hpf,2905.12,63.62,5.78,44.34,543.63,98.32,3.86,84.82,709.41,634.23
14hpf,3490.99,53.5,167.19,147.13,377.86,240.76,56.85,43.47,718.93,608.58
16hpf,2013.9,94.34,137.4,67.68,330.18,198.93,38.97,32.81,547.57,473.74
19hpf,4763.67,41.59,37.22,72.24,317.43,201.4,67.86,13.14,282.4,431.27
24hpf,2314,49,60,47,346,180,51,3,320,219
2dpf,1050.94,27.52,52.55,80.91,437.89,709.8,78.4,14.18,248.55,260.23
3dpf,1502.7,13.79,22.41,16.66,15.52,326.4,9.77,0,36.2,55.17
5dpf,179.34,14.99,106.47,60.99,48.07,533.88,27.39,20.67,139.03,306.48
10dpf,272.98,7.53,43.93,16.32,10.67,173.83,11.92,0.63,42.67,31.38
