stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
14hpf,0,0,0,3.34,0,0,0
16hpf,0,0,0,0,2.05,0,4.1
2dpf,0.83,0.83,0,0.83,1.67,7.51,2.5
3dpf,7.47,0,0,0,8.05,1.15,0.57
5dpf,1.03,0.52,1.03,0,6.2,4.65,3.62
10dpf,1.26,0,1.26,0.63,4.39,1.26,1.88
