stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
3dpf,1.72,0,0,0,0,0,0,0.57
5dpf,0,0,1.55,1.03,3.62,1.03,0.52,3.1
10dpf,11.3,1.88,3.14,0,9.41,0,0,0.63
