stage,central_nervous_system,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,0,0.83,0,66.73,0.83
3dpf,5.17,0.57,1.15,0.57,0
5dpf,0,0,1.03,66.15,0
10dpf,1.88,0,0.63,0.63,0.63
