stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
24hpf,0,0,0,0,1
2dpf,0.83,0,0,0,8.34
3dpf,0.57,0,0,0,10.92
5dpf,2.07,0.52,0.52,2.07,54.78
10dpf,1.88,0.63,0,0,27.61
