stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,20.65,0,0,0,0,0,0,0,10.32,41.29
12hpf,5.78,13.49,0,1.93,13.49,3.86,0,9.64,1.93,57.83
14hpf,20.06,3.34,3.34,6.69,6.69,6.69,0,16.72,3.34,190.6
16hpf,20.51,12.3,0,14.36,20.51,14.36,0,6.15,4.1,86.13
19hpf,28.46,0,0,6.57,13.14,4.38,0,0,0,313.05
24hpf,138,3,4,21,22,29,4,1,6,69
2dpf,341.97,2.5,21.69,48.38,112.6,241.88,44.21,1.67,48.38,394.52
3dpf,1668.77,9.19,8.05,25.86,19.54,399.38,12.07,0,14.94,140.79
5dpf,185.54,23.26,32.56,76.49,38.76,426.38,30.49,13.95,52.2,602.11
10dpf,554.74,10.04,25.1,23.85,5.02,147.47,8.79,0.63,12.55,96.64
