stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1940.71,20.65,30.97,0,278.72,20.65,0,10.32,805.19,670.99
12hpf,1731.12,40.48,21.21,63.62,399.04,88.68,1.93,65.54,875.2,566.76
14hpf,1049.97,6.69,56.85,60.19,257.48,93.63,36.78,10.03,387.89,367.82
16hpf,1390.45,43.07,164.07,69.73,428.62,205.08,30.76,28.71,563.97,553.72
19hpf,1873.94,15.32,89.76,43.78,273.65,126.97,48.16,13.14,181.7,411.57
24hpf,1012,23,198,39,227,106,37,1,299,122
2dpf,447.9,28.36,40.87,58.39,232.71,427.88,60.89,5,185.16,187.67
3dpf,944.14,29.88,18.39,25.28,15.52,372.37,13.22,0,39.08,55.17
5dpf,166.42,21.19,95.1,65.12,41.86,502.36,29.46,23.26,144.2,351.44
10dpf,318.79,39.53,55.85,50.83,23.85,419.19,9.41,0.63,101.03,66.52
