stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,0.83,0,4.17
3dpf,2.87,0.57,0,0.57,0,8.05
5dpf,3.1,0,1.03,0.52,1.03,14.99
10dpf,1.26,0,0,0,0,1.26
