stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,5.75,0,0.57,0.57,0.57
5dpf,0,0,1.03,0,1.03
10dpf,1.26,0.63,2.51,0.63,0.63
