stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.67,0,0,0,1.67
3dpf,5.17,0,1.72,0,0.57
5dpf,0,1.55,1.55,0.52,2.07
10dpf,1.26,3.14,0,0,0
