stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,4098.21,82.58,20.65,0,464.53,51.61,0,144.52,1249.08,1507.15
12hpf,4697.93,134.94,34.7,152.29,1114.24,183.14,11.57,246.75,2124.38,1430.39
14hpf,4350.37,63.53,187.26,203.98,725.62,397.92,83.6,76.91,1317.48,1708.71
16hpf,4378.5,205.08,354.79,285.06,1353.54,533.21,143.56,192.78,1792.41,2212.83
19hpf,6650.74,50.35,170.76,212.35,805.62,337.13,210.16,67.86,661.13,2191.37
24hpf,5297,104,1140,311,1352,573,262,39,1961,1191
2dpf,2332.08,78.4,239.38,283.59,1109.32,1875,305.27,57.55,749,801.55
3dpf,5693.01,197.68,193.08,168.95,132.74,1995.17,79.3,0.57,219.51,409.15
5dpf,917.37,185.54,517.35,509.08,197.95,2448.73,181.41,167.45,607.79,1863.17
10dpf,2585.44,276.74,522.73,429.23,118.6,2253.47,99.78,5.02,410.41,381.54
