stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,1,0,0,0,0,0,0,0
2dpf,0,0,0,0,1.67,5.84,5,0
3dpf,0,0,0.57,0.57,0,55.74,0.57,0
5dpf,0.52,1.03,1.03,1.03,1.55,49.1,7.24,1.03
10dpf,0,0,0,1.26,0.63,47.06,5.02,0
