stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,134.2,10.32,0,0,61.94,10.32,0,0,350.98,103.23
12hpf,61.69,17.35,0,3.86,25.06,7.71,0,19.28,125.3,65.54
14hpf,170.54,6.69,0,16.72,20.06,10.03,3.34,20.06,177.22,90.28
16hpf,145.61,24.61,0,10.25,51.27,26.66,4.1,8.2,131.25,114.85
19hpf,450.97,4.38,0,17.51,59.11,13.14,2.19,2.19,10.95,135.73
24hpf,284,6,4,15,94,31,9,2,35,74
2dpf,426.21,5.84,21.69,82.57,195.17,430.38,42.54,7.51,124.28,293.59
3dpf,928.05,15.52,15.52,34.48,37.93,563.73,11.49,0,33.33,143.09
5dpf,160.73,44.45,76.49,118.35,44.96,616.58,23.26,21.71,84.24,572.13
10dpf,351.42,32,57.73,65.26,18.83,380.28,8.79,0.63,28.24,99.15
