stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,4.17,0.83,0,0,6.67,0.83
3dpf,4.02,0,0,2.3,0,1.15
5dpf,7.75,0,0,5.69,9.3,2.58
10dpf,27.61,0,0.63,1.26,5.02,0
