stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0.83,0,0,5
3dpf,5.75,0.57,0,0,2.3,0,1.72
5dpf,0.52,0,0,0,2.58,1.03,7.75
10dpf,21.34,0,0.63,0,1.26,0.63,1.88
