stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,4.17,2.5,1.67,5,0,0,0
3dpf,1.72,4.02,0.57,4.6,0,0,0.57
5dpf,0,7.24,0,6.72,0.52,0.52,5.17
10dpf,0,12.55,0.63,0,0,0,0
