stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,3.34,0,0.83,33.36,101.76,0.83,0.83,9.17
3dpf,1.15,0,0,5.17,99.99,0,4.02,0
5dpf,3.1,0.52,0,8.27,85.28,0,23.26,5.17
10dpf,2.51,0.63,0.63,6.9,95.39,0,7.53,0
