stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
24hpf,0,0,2,0,0,0,0,0
2dpf,1.67,0,11.68,0,0.83,0,0,0
3dpf,2.3,0,14.37,0,0,0,0,0
5dpf,2.07,1.03,86.83,1.55,3.62,0.52,0.52,3.1
10dpf,3.14,0,57.73,0.63,1.26,0,0,0
