stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,0,2.05,0
24hpf,1,0,0,0,1,0,0,0
2dpf,22.52,0,0.83,0,1.67,0,2.5,4.17
3dpf,128.15,1.15,0,0,4.02,0,0,0
5dpf,2.58,1.03,1.03,1.03,2.58,0.52,0.52,2.07
10dpf,21.34,0.63,0.63,0,0.63,0,0,0.63
