stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,periderm
19hpf,0,0,2.19,0,0,0,0,0
2dpf,0.83,0,1.67,0.83,2.5,0,0,1.67
3dpf,3.45,0,0,0.57,4.02,0,0,1.72
5dpf,0.52,1.55,8.79,0,4.13,1.03,18.61,3.62
10dpf,3.14,0,8.79,0.63,0.63,0,1.26,0.63
