stage,central_nervous_system,hematopoietic_system,mesenchyme,periderm
2dpf,0,7.51,0,0
3dpf,0,0.57,0,1.15
5dpf,0.52,18.61,1.03,1.55
10dpf,0.63,0,0.63,4.39
