stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
10hpf,20.65,0,0,0,0,0,0
12hpf,32.77,0,0,0,0,0,0
14hpf,40.13,3.34,0,0,3.34,3.34,0
16hpf,84.08,32.81,2.05,0,0,0,0
19hpf,43.78,28.46,0,0,0,0,0
24hpf,48,0,0,0,0,1,1
2dpf,219.36,11.68,3.34,5,3.34,3.34,7.51
3dpf,51.72,2.87,0,5.75,0,0,4.6
5dpf,48.58,5.17,0,3.62,2.07,1.03,4.65
10dpf,15.06,3.77,0,1.26,0,0,0
