stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
3dpf,0,0,0,1.15,0,0
5dpf,0.52,2.07,4.13,15.5,0.52,0.52
10dpf,0,0.63,0,8.79,0,0
