stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,41.29,0,0,0,0,0,0,0,0,10.32
12hpf,59.76,0,1.93,0,1.93,0,0,0,3.86,0
14hpf,63.53,0,0,36.78,0,0,3.34,0,3.34,0
16hpf,71.78,0,0,34.86,0,0,0,0,6.15,0
19hpf,83.19,0,0,21.89,2.19,0,0,0,0,0
24hpf,53,0,0,0,0,1,1,0,5,2
2dpf,231.87,0.83,3.34,21.69,50.04,42.54,5.84,1.67,8.34,80.91
3dpf,257.44,1.72,1.72,6.32,2.87,49.42,0,0,1.15,33.33
5dpf,145.23,2.58,3.1,14.99,6.2,71.32,7.24,1.03,6.2,109.05
10dpf,129.9,6.28,1.88,8.79,0.63,52.09,3.77,0,5.02,20.71
