stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,1.67,0.83,0,0
3dpf,12.07,0,1.15,0
5dpf,1.55,0,1.55,0
10dpf,6.28,0,3.14,0.63
