,orig_gene,proc_gene
796,CU137648.1,CU137648.1
797,CU137648.2,CU137648.2
798,CU138533.2,CU138533.2
799,CU138542.2,CU138542.2
800,CU207221.1,CU207221.1
801,CU207221.2,CU207221.2
802,CU207281.1,CU207281.1
803,CU207301.3,CU207301.3
804,CU207354.1,CU207354.1
805,CU302316.1,CU302316.1
806,CU302436.1,CU302436.1
807,CU302436.3,CU302436.3
808,CU302436.4,CU302436.4
809,CU302436.5,CU302436.5
810,CU372926.1,CU372926.1
811,CU457778.1,CU457778.1
812,CU457778.3,CU457778.3
813,CU457819.1,CU457819.1
814,CU457819.3,CU457819.3
815,CU457819.4,CU457819.4
816,CU459012.1,CU459012.1
817,CU459056.1,CU459056.1
818,CU459065.1,CU459065.1
819,CU459186.2,CU459186.2
820,CU459186.3,CU459186.3
821,CU459186.4,CU459186.4
822,CU459186.5,CU459186.5
823,CU462878.1,CU462878.1
824,CU462915.1,CU462915.1
825,CU463033.1,CU463033.1
826,CU463038.2,CU463038.2
827,CU464124.1,CU464124.1
828,CU466278.1,CU466278.1
829,CU466278.2,CU466278.2
830,CU466287.2,CU466287.2
831,CU467110.1,CU467110.1
832,CU467646.4,CU467646.4
833,CU467646.5,CU467646.5
834,CU467646.6,CU467646.6
835,CU467646.7,CU467646.7
836,CU467822.1,CU467822.1
837,CU467856.1,CU467856.1
838,CU467861.1,CU467861.1
839,CU467861.2,CU467861.2
840,CU467961.1,CU467961.1
841,CU468730.1,CU468730.1
842,CU468915.1,CU468915.1
843,CU468920.1,CU468920.1
844,CU469362.1,CU469362.1
845,CU469420.1,CU469420.1
846,CU469420.4,CU469420.4
847,CU469462.1,CU469462.1
848,CU469526.1,CU469526.1
849,CU469568.1,CU469568.1
850,CU469577.1,CU469577.1
851,CU550713.1,CU550713.1
852,CU570689.2,CU570689.2
853,CU570769.1,CU570769.1
854,CU570893.1,CU570893.1
855,CU570894.1,CU570894.1
856,CU570894.2,CU570894.2
857,CU571074.1,CU571074.1
858,CU571079.1,CU571079.1
859,CU571081.1,CU571081.1
860,CU571315.1,CU571315.1
861,CU571318.1,CU571318.1
862,CU571324.1,CU571324.1
863,CU571331.1,CU571331.1
864,CU628002.1,CU628002.1
865,CU633479.2,CU633479.2
866,CU633479.6,CU633479.6
867,CU633991.2,CU633991.2
868,CU638870.1,CU638870.1
869,CU639468.1,CU639468.1
870,CU639469.1,CU639469.1
871,CU640433.1,CU640433.1
872,CU655842.1,CU655842.1
873,CU655845.1,CU655845.1
874,CU655961.2,CU655961.2
875,CU655961.4,CU655961.4
876,CU657977.1,CU657977.1
877,CU659670.1,CU659670.1
878,CU681836.1,CU681836.1
879,CU682777.2,CU682777.2
880,CU682811.2,CU682811.2
881,CU683879.2,CU683879.2
882,CU693494.2,CU693494.2
883,CU693502.1,CU693502.1
884,CU694197.1,CU694197.1
885,CU694321.1,CU694321.1
886,CU694380.1,CU694380.1
887,CU694481.1,CU694481.1
888,CU694486.1,CU694486.1
889,CU695215.2,CU695215.2
890,CU855759.1,CU855759.1
891,CU855889.2,CU855889.2
892,CU855930.2,CU855930.2
893,CU855936.1,CU855936.1
894,CU856344.1,CU856344.1
895,CU856358.1,CU856358.1
896,CU856423.1,CU856423.1
897,CU856520.1,CU856520.1
898,CU856539.2,CU856539.2
899,CU856622.1,CU856622.1
900,CU861453.1,CU861453.1
901,CU861477.1,CU861477.1
902,CU862021.1,CU862021.1
903,CU862078.1,CU862078.1
904,CU896541.1,CU896541.1
905,CU914157.1,CU914157.1
906,CU914536.1,CU914536.1
907,CU914617.1,CU914617.1
908,CU914622.2,CU914622.2
909,CU927890.1,CU927890.1
910,CU927934.3,CU927934.3
911,CU928013.1,CU928013.1
912,CU928117.1,CU928117.1
913,CU928129.1,CU928129.1
914,CU929037.1,CU929037.1
915,CU929070.1,CU929070.1
916,CU929143.1,CU929143.1
917,CU929145.2,CU929145.2
918,CU929160.1,CU929160.1
919,CU929178.1,CU929178.1
920,CU929230.1,CU929230.1
921,CU929259.1,CU929259.1
922,CU929294.1,CU929294.1
923,CU929312.1,CU929312.1
924,CU929391.1,CU929391.1
925,CU929402.1,CU929402.1
926,CU929418.1,CU929418.1
927,CU929444.1,CU929444.1
928,CU929451.1,CU929451.1
929,CU929451.2,CU929451.2
930,CU972512.1,CU972512.1
931,CU984600.1,CU984600.1
932,CU984600.2,CU984600.2
933,CYP27A1,CYP27A1
934,CYP2C9,CYP2C9
935,CYTH2,CYTH2
936,CZQB01095947.1,CZQB01095947.1
937,CZQB01141835.2,CZQB01141835.2
938,DGKD,DGKD
939,DHX35,DHX35
940,DISP3,DISP3
941,DMWD,DMWD
942,DNAJA4,DNAJA4
943,DOCK9,DOCK9
944,DST,DST
945,DTX4,DTX4
946,DUT,DUT
947,DYRK3,DYRK3
948,E2F2,E2F2
949,ECE2,ECE2
950,ECPAS,ECPAS
951,EIF1B,EIF1B
952,EML5,EML5
953,EPB41L2,EPB41L2
954,ERC1,ERC1
955,F2RL3,F2RL3
956,FADS6,FADS6
957,FAM109B,FAM109B
958,FAM124A,FAM124A
959,FAM72B,FAM72B
960,FAM83G,FAM83G
961,FAT4,FAT4
962,FBXL19,FBXL19
963,FBXO46,FBXO46
964,FBXO48,FBXO48
965,FIBCD1,FIBCD1
966,FIG4,FIG4
967,FITM1,FITM1
968,FNDC10,FNDC10
969,FO082877.1,FO082877.1
970,FO203432.1,FO203432.1
971,FO681357.1,FO681357.1
972,FO681390.1,FO681390.1
973,FO704661.1,FO704661.1
974,FO704721.1,FO704721.1
975,FO704736.1,FO704736.1
976,FO704741.1,FO704741.1
977,FO704745.1,FO704745.1
978,FO704750.1,FO704750.1
979,FO704755.1,FO704755.1
980,FO704772.1,FO704772.1
981,FO704779.1,FO704779.1
982,FO704786.1,FO704786.1
983,FO704871.1,FO704871.1
984,FO704915.1,FO704915.1
985,FO744833.2,FO744833.2
986,FO818711.1,FO818711.1
987,FO834799.1,FO834799.1
988,FO834800.1,FO834800.1
989,FO834803.1,FO834803.1
990,FO834814.1,FO834814.1
991,FO834831.1,FO834831.1
992,FO834840.1,FO834840.1
993,FO904885.3,FO904885.3
994,FO904943.1,FO904943.1
995,FO904980.1,FO904980.1
996,FO905040.1,FO905040.1
997,FP015850.1,FP015850.1
998,FP015862.2,FP015862.2
999,FP015919.1,FP015919.1
1000,FP015972.1,FP015972.1
1001,FP017161.1,FP017161.1
1002,FP017215.1,FP017215.1
1003,FP017217.1,FP017217.1
1004,FP017274.1,FP017274.1
1005,FP017295.1,FP017295.1
1006,FP074874.1,FP074874.1
1007,FP074874.2,FP074874.2
1008,FP074874.4,FP074874.4
1009,FP074902.2,FP074902.2
1010,FP085398.1,FP085398.1
1011,FP085400.1,FP085400.1
1012,FP085414.1,FP085414.1
1013,FP101861.1,FP101861.1
1014,FP101882.1,FP101882.1
1015,FP101887.1,FP101887.1
1016,FP101914.1,FP101914.1
1017,FP102018.1,FP102018.1
1018,FP102120.1,FP102120.1
1019,FP102171.1,FP102171.1
1020,FP102192.1,FP102192.1
1021,FP102192.2,FP102192.2
1022,FP102783.1,FP102783.1
1023,FP236812.1,FP236812.1
1024,FP236812.2,FP236812.2
1025,FP236812.3,FP236812.3
1026,FP236812.4,FP236812.4
1027,FP243383.1,FP243383.1
1028,FP245458.1,FP245458.1
1029,FP245462.1,FP245462.1
1030,FP325123.1,FP325123.1
1031,FP325123.2,FP325123.2
1032,FP325130.1,FP325130.1
1033,FP326649.1,FP326649.1
1034,FP340257.1,FP340257.1
1035,FP565451.1,FP565451.1
1036,FP885542.2,FP885542.2
1037,FQ311908.1,FQ311908.1
1038,FQ311928.1,FQ311928.1
1039,FQ311955.1,FQ311955.1
1040,FQ312024.1,FQ312024.1
1041,FQ323119.1,FQ323119.1
1042,FQ323156.1,FQ323156.1
1043,FQ377896.1,FQ377896.1
1044,FQ377903.1,FQ377903.1
1045,FQ377903.3,FQ377903.3
1046,FQ790208.1,FQ790208.1
1047,FQ976913.1,FQ976913.1
1048,FQ976914.1,FQ976914.1
1049,FRMD4A,FRMD4A
1050,FRMD5,FRMD5
1051,GALNTL6,GALNTL6
1052,GDPGP1,GDPGP1
1053,GHITM,GHITM
1054,GID4,GID4
1055,GK3P,GK3P
1056,GMEB2,GMEB2
1057,GNAZ,GNAZ
1058,GPR89A,GPR89A
1059,GRB14,GRB14
1060,GSTZ1,GSTZ1
1061,GTPBP8,GTPBP8
1062,HACD4,HACD4
1063,HADHB,HADHB
1064,HECTD4,HECTD4
1065,HHEX,HHEX
1066,HIST1H4B,HIST1H4B
1067,HIST1H4I,HIST1H4I
1068,HIST1H4J,HIST1H4J
1069,HIST2H3C,HIST2H3C
1070,HOOK3,HOOK3
1071,HUS1,HUS1
1072,IGLON5,IGLON5
1073,IKZF2,IKZF2
1074,IKZF4,IKZF4
1075,INAVA,INAVA
1076,IRAK4,IRAK4
1077,ITGB1BP2,ITGB1BP2
1078,IZUMO1R,IZUMO1R
1079,KCNIP4,KCNIP4
1080,KCNN2,KCNN2
1081,KCTD15,KCTD15
1082,KHDRBS3,KHDRBS3
1083,KIAA0895L,KIAA0895L
1084,KIF2A,KIF2A
1085,KLHL12,KLHL12
1086,KLHL28,KLHL28
1087,LAMP1,LAMP1
1088,LEPROTL1,LEPROTL1
1089,LIN28A,LIN28A
1090,LO016987.2,LO016987.2
1091,LO017711.1,LO017711.1
1092,LO017739.1,LO017739.1
1093,LO017771.1,LO017771.1
1094,LO017784.1,LO017784.1
1095,LO017790.1,LO017790.1
1096,LO017798.1,LO017798.1
1097,LO017852.1,LO017852.1
1098,LO017877.2,LO017877.2
1099,LO017901.1,LO017901.1
1100,LO017917.1,LO017917.1
1101,LO017951.1,LO017951.1
1102,LO017965.1,LO017965.1
1103,LO018013.1,LO018013.1
1104,LO018021.1,LO018021.1
1105,LO018029.1,LO018029.1
1106,LO018124.1,LO018124.1
1107,LO018128.1,LO018128.1
1108,LO018148.1,LO018148.1
1109,LO018154.1,LO018154.1
1110,LO018176.1,LO018176.1
1111,LO018188.1,LO018188.1
1112,LO018197.1,LO018197.1
1113,LO018336.1,LO018336.1
1114,LO018474.1,LO018474.1
1115,LO018541.1,LO018541.1
1116,LO018557.1,LO018557.1
1117,LRFN3,LRFN3
1118,LRRC52,LRRC52
1119,LRRC56,LRRC56
1120,LRRC69,LRRC69
1121,LRRC75A,LRRC75A
1122,LRRC8E,LRRC8E
1123,LSAMP,LSAMP
1124,LTN1,LTN1
1125,LUC7L2,LUC7L2
1126,LYRM4,LYRM4
1127,MAD2L2,MAD2L2
1128,MANEAL,MANEAL
1129,MARK4,MARK4
1130,MDFI,MDFI
1131,MDFIC,MDFIC
1132,MED8,MED8
1133,MED9,MED9
1134,MEPCE,MEPCE
1135,METTL18,METTL18
1136,MEX3A,MEX3A
1137,MGC174155,MGC174155
1138,MIB2,MIB2
1139,MPRIP,MPRIP
1140,MSANTD2,MSANTD2
1141,MTERF1,MTERF1
1142,MYADM,MYADM
1143,MYO1D,MYO1D
1144,MYO9B,MYO9B
1145,MYRFL,MYRFL
1146,MZT1,MZT1
1147,NCKAP1L,NCKAP1L
1148,NC-002333.1,NC-002333.1
1149,NC-002333.10,NC-002333.10
1150,NC-002333.12,NC-002333.12
1151,NC-002333.14,NC-002333.14
1152,NC-002333.15,NC-002333.15
1153,NC-002333.16,NC-002333.16
1154,NC-002333.17,NC-002333.17
1155,NC-002333.18,NC-002333.18
1156,NC-002333.2,NC-002333.2
1157,NC-002333.20,NC-002333.20
1158,NC-002333.22,NC-002333.22
1159,NC-002333.23,NC-002333.23
1160,NC-002333.24,NC-002333.24
1161,NC-002333.4,NC-002333.4
1162,NC-002333.5,NC-002333.5
1163,NC-002333.6,NC-002333.6
1164,NC-002333.7,NC-002333.7
1165,NC-002333.8,NC-002333.8
1166,NC-002333.9,NC-002333.9
1167,NDUFA13,NDUFA13
1168,NDUFAF8,NDUFAF8
1169,NDUFB1,NDUFB1
1170,NDUFC1,NDUFC1
1171,NKAPD1,NKAPD1
1172,NPAS3,NPAS3
1173,NPNT,NPNT
1174,NSUN3,NSUN3
1175,NUP85,NUP85
1176,OSBPL8,OSBPL8
1177,OSCP1,OSCP1
1178,OTOP1,OTOP1
1179,PAQR9,PAQR9
1180,PAXBP1,PAXBP1
1181,PCP4L1,PCP4L1
1182,PDCL3,PDCL3
1183,PDE3B,PDE3B
1184,PDPR,PDPR
1185,PEPD,PEPD
1186,PHF21B,PHF21B
1187,PITPNM2,PITPNM2
1188,PLA1A,PLA1A
1189,PPP1CC,PPP1CC
1190,PPP2CA,PPP2CA
1191,PRDM15,PRDM15
1192,PRDM16,PRDM16
1193,PRKAR2B,PRKAR2B
1194,PRRC2B,PRRC2B
1195,PSMD2,PSMD2
1196,PTGR1,PTGR1
1197,PXMP4,PXMP4
1198,PYURF,PYURF
1199,R3HDM2,R3HDM2
1200,RAB21,RAB21
1201,RAC1,RAC1
1202,RANBP2,RANBP2
1203,RARRES3,RARRES3
1204,RASSF10,RASSF10
1205,RASSF5,RASSF5
1206,RBMS1,RBMS1
1207,RETSAT,RETSAT
1208,RF00099,RF00099
1209,RF00213,RF00213
1210,RF00231,RF00231
1211,RF00274,RF00274
1212,RF00407,RF00407
1213,RF00412,RF00412
1214,RF00413,RF00413
1215,RF00430,RF00430
1216,RF00443,RF00443
1217,RF00494,RF00494
1218,RF00608,RF00608
1219,RF01190,RF01190
1220,RF01234,RF01234
1221,RF01268,RF01268
1222,RF01277,RF01277
1223,RHO,RHO
1224,RHOBTB3,RHOBTB3
1225,RIC1,RIC1
1226,RNF157,RNF157
1227,RNF219,RNF219
1228,RPL41,RPL41
1229,RSL24D1,RSL24D1
1230,RYR2,RYR2
1231,SAMD8,SAMD8
1232,SCYL2,SCYL2
1233,SEC14L1,SEC14L1
1234,SEMA4D,SEMA4D
1235,SEMA4F,SEMA4F
1236,SEPT4,SEPT4
1237,SERP1,SERP1
1238,SFMBT1,SFMBT1
1239,SH3TC1,SH3TC1
1240,SHC3,SHC3
1241,SHKBP1,SHKBP1
1242,SLC39A11,SLC39A11
1243,SLC9B2,SLC9B2
1244,SMARCA4,SMARCA4
1245,SMIM10,SMIM10
1246,SMIM30,SMIM30
1247,SMIM36,SMIM36
1248,SNTA1,SNTA1
1249,SPDEF,SPDEF
1250,SYNPR,SYNPR
1251,TAGAP,TAGAP
1252,TATDN3,TATDN3
1253,TBC1D8B,TBC1D8B
1254,TCF4,TCF4
1255,TCIM,TCIM
1256,TENM2,TENM2
1257,TENM3,TENM3
1258,THEM6,THEM6
1259,TIMM21,TIMM21
1260,TIMM22,TIMM22
1261,TMEM102,TMEM102
1262,TMEM14A,TMEM14A
1263,TMEM164,TMEM164
1264,TMEM19,TMEM19
1265,TMEM208,TMEM208
1266,TMEM216,TMEM216
1267,TMEM235,TMEM235
1268,TMEM8B,TMEM8B
1269,TOM1L2,TOM1L2
1270,TST,TST
1271,TSTA3,TSTA3
1272,TTC28,TTC28
1273,TTC9,TTC9
1274,TWF1,TWF1
1275,UBE2M,UBE2M
1276,UBLCP1,UBLCP1
1277,USP34,USP34
1278,VSTM5,VSTM5
1279,VWDE,VWDE
1280,WDR1,WDR1
1281,WDR7,WDR7
1282,WDR70,WDR70
1283,XKR4,XKR4
1284,XPO5,XPO5
1285,XRCC2,XRCC2
1286,ZBTB26,ZBTB26
1287,ZNF335,ZNF335
1288,ZNF423,ZNF423
1289,ZNF462,ZNF462
1290,ZNF512B,ZNF512B
1291,ZXDC,ZXDC
1292,a1cf,a1cf
1293,aaas,aaas
1294,aadat,aadat
1295,aagab,aagab
1296,aak1a,aak1a
1297,aak1b,aak1b
1298,aamdc,aamdc
1299,aamp,aamp
1300,aanat1,aanat1
1301,aar2,aar2
1302,aars,aars
1303,aars2,aars2
1304,aarsd1,aarsd1
1305,aasdhppt,aasdhppt
1306,aass,aass
1307,aatf,aatf
1308,aatka,aatka
1309,aatkb,aatkb
1310,abat,abat
1311,abca12,abca12
1312,abca1a,abca1a
1313,abca1b,abca1b
1314,abca2,abca2
1315,abca3b,abca3b
1316,abca4a,abca4a
1317,abca4b,abca4b
1318,abca5,abca5
1319,abcb10,abcb10
1320,abcb4,abcb4
1321,abcb5,abcb5
1322,abcb7,abcb7
1323,abcb8,abcb8
1324,abcb9,abcb9
1325,abcc1,abcc1
1326,abcc10,abcc10
1327,abcc13,abcc13
1328,abcc2,abcc2
1329,abcc3,abcc3
1330,abcc4,abcc4
1331,abcc5,abcc5
1332,abcc6a,abcc6a
1333,abcd2,abcd2
1334,abcd3a,abcd3a
1335,abcd3b,abcd3b
1336,abcd4,abcd4
1337,abce1,abce1
1338,abcf1,abcf1
1339,abcf2a,abcf2a
1340,abcg2a,abcg2a
1341,abcg2c,abcg2c
1342,abcg2d,abcg2d
1343,abhd10a,abhd10a
1344,abhd12,abhd12
1345,abhd13,abhd13
1346,abhd14a,abhd14a
1347,abhd14b,abhd14b
1348,abhd15a,abhd15a
1349,abhd16a,abhd16a
1350,abhd17aa,abhd17aa
1351,abhd17ab,abhd17ab
1352,abhd17b,abhd17b
1353,abhd17c,abhd17c
1354,abhd18,abhd18
1355,abhd2a,abhd2a
1356,abhd3,abhd3
1357,abhd4,abhd4
1358,abhd5b,abhd5b
1359,abhd6a,abhd6a
1360,abhd8b,abhd8b
1361,abi1a,abi1a
1362,abi1b,abi1b
1363,abi2a,abi2a
1364,abi2b,abi2b
1365,abi3a,abi3a
1366,abi3b,abi3b
1367,abi3bpb,abi3bpb
1368,abl1,abl1
1369,abl2,abl2
1370,ablim1a,ablim1a
1371,ablim1b,ablim1b
1372,ablim3,ablim3
1373,abraa,abraa
1374,abracl,abracl
1375,abraxas2a,abraxas2a
1376,abraxas2b,abraxas2b
1377,abt1,abt1
1378,abtb1,abtb1
1379,abtb2a,abtb2a
1380,abtb2b,abtb2b
1381,acaa1,acaa1
1382,acaa2,acaa2
1383,acaca,acaca
1384,acacb,acacb
1385,acad11,acad11
1386,acad8,acad8
1387,acad9,acad9
1388,acadl,acadl
1389,acadm,acadm
1390,acads,acads
1391,acadsb,acadsb
1392,acadvl,acadvl
1393,acap1,acap1
1394,acap2,acap2
1395,acap3a,acap3a
1396,acap3b,acap3b
1397,acat1,acat1
1398,acat2,acat2
1399,acbd3,acbd3
1400,acbd4,acbd4
1401,acbd5a,acbd5a
1402,acbd6,acbd6
1403,acbd7,acbd7
1404,accs,accs
1405,acd,acd
1406,ace,ace
1407,acer1,acer1
1408,ache,ache
1409,acin1a,acin1a
1410,acin1b,acin1b
1411,ackr3a,ackr3a
1412,ackr3b,ackr3b
1413,ackr4b,ackr4b
1414,aclya,aclya
1415,acmsd,acmsd
1416,aco1,aco1
1417,aco2,aco2
1418,acod1,acod1
1419,acot11a,acot11a
1420,acot13,acot13
1421,acot14,acot14
1422,acot15,acot15
1423,acot16,acot16
1424,acot18,acot18
1425,acot20,acot20
1426,acot7,acot7
1427,acot8,acot8
1428,acot9.1,acot9.1
1429,acot9.2,acot9.2
1430,acox1,acox1
1431,acp1,acp1
1432,acp2,acp2
1433,acp5a,acp5a
1434,acp6,acp6
1435,acsbg2,acsbg2
1436,acsf2,acsf2
1437,acsl1a,acsl1a
1438,acsl1b,acsl1b
1439,acsl2,acsl2
1440,acsl3a,acsl3a
1441,acsl3b,acsl3b
1442,acsl4a,acsl4a
1443,acsl5,acsl5
1444,acsm3,acsm3
1445,acss1,acss1
1446,acss2,acss2
1447,acss3,acss3
1448,acta1a,acta1a
1449,acta1b,acta1b
1450,acta2,acta2
1451,actb1,actb1
1452,actb2,actb2
1453,actc1a,actc1a
1454,actc1b,actc1b
1455,actc1c,actc1c
1456,actl6a,actl6a
1457,actn1,actn1
1458,actn2b,actn2b
1459,actn3a,actn3a
1460,actn3b,actn3b
1461,actn4,actn4
1462,actr1,actr1
1463,actr10,actr10
1464,actr2a,actr2a
1465,actr2b,actr2b
1466,actr3,actr3
1467,actr3b,actr3b
1468,actr5,actr5
1469,actr6,actr6
1470,actr8,actr8
1471,acvr1ba,acvr1ba
1472,acvr1bb,acvr1bb
1473,acvr1l,acvr1l
1474,acvr2aa,acvr2aa
1475,acvr2ba,acvr2ba
1476,acvr2bb,acvr2bb
1477,acvrl1,acvrl1
1478,acy1,acy1
1479,acy3.1,acy3.1
1480,acy3.2,acy3.2
1481,acyp1,acyp1
1482,ada,ada
1483,ada2a,ada2a
1484,ada2b,ada2b
1485,adal,adal
1486,adam10a,adam10a
1487,adam10b,adam10b
1488,adam12,adam12
1489,adam15,adam15
1490,adam17a,adam17a
1491,adam17b,adam17b
1492,adam19a,adam19a
1493,adam19b,adam19b
1494,adam22,adam22
1495,adam23a,adam23a
1496,adam28,adam28
1497,adam8a,adam8a
1498,adam9,adam9
1499,adamts10,adamts10
1500,adamts12,adamts12
1501,adamts15a,adamts15a
1502,adamts18,adamts18
1503,adamts2,adamts2
1504,adamts3,adamts3
1505,adamts6,adamts6
1506,adamts9,adamts9
1507,adamtsl2,adamtsl2
1508,adamtsl5,adamtsl5
1509,adamtsl7,adamtsl7
1510,adap2,adap2
1511,adar,adar
1512,adarb1a,adarb1a
1513,adat1,adat1
1514,adat2,adat2
1515,adat3,adat3
1516,adck1,adck1
1517,adck2,adck2
1518,adck5,adck5
1519,adcy1b,adcy1b
1520,adcy2b,adcy2b
1521,adcy5,adcy5
1522,adcy6a,adcy6a
1523,adcy6b,adcy6b
1524,adcy7,adcy7
1525,adcy8,adcy8
1526,adcyap1b,adcyap1b
1527,add1,add1
1528,add2,add2
1529,add3a,add3a
1530,add3b,add3b
1531,adgb,adgb
1532,adgra2,adgra2
1533,adgra3,adgra3
1534,adgrb1a,adgrb1a
1535,adgrb3,adgrb3
1536,adgre10,adgre10
1537,adgre5b.3,adgre5b.3
1538,adgrf3b,adgrf3b
1539,adgrf6,adgrf6
1540,adgrf8,adgrf8
1541,adgrg1,adgrg1
1542,adgrg2a,adgrg2a
1543,adgrg3,adgrg3
1544,adgrg4b,adgrg4b
1545,adgrg6,adgrg6
1546,adgrl2a,adgrl2a
1547,adgrl2b.1,adgrl2b.1
1548,adgrl3.1,adgrl3.1
1549,adgrl4,adgrl4
1550,adgrv1,adgrv1
1551,adh5,adh5
1552,adh8b,adh8b
1553,adhfe1,adhfe1
1554,adi1,adi1
1555,adipor1a,adipor1a
1556,adipor1b,adipor1b
1557,adipor2,adipor2
1558,adka,adka
1559,adma,adma
1560,admb,admb
1561,adnp2a,adnp2a
1562,adnp2b,adnp2b
1563,adnpa,adnpa
1564,adnpb,adnpb
1565,adoa,adoa
1566,adob,adob
1567,adora2aa,adora2aa
1568,adpgk,adpgk
1569,adpgk2,adpgk2
1570,adprh,adprh
1571,adprhl1,adprhl1
1572,adprhl2,adprhl2
1573,adprm,adprm
1574,adra1d,adra1d
1575,adra2da,adra2da
1576,adrb2a,adrb2a
1577,adrb2b,adrb2b
1578,adrb3a,adrb3a
1579,adrm1,adrm1
1580,adsl,adsl
1581,adssl,adssl
1582,adssl1,adssl1
1583,aebp1,aebp1
1584,aebp2,aebp2
1585,aep1,aep1
1586,aes,aes
1587,afap1,afap1
1588,afap1l1a,afap1l1a
1589,afap1l1b,afap1l1b
1590,afap1l2,afap1l2
1591,afdna,afdna
1592,aff2,aff2
1593,aff3,aff3
1594,aff4,aff4
1595,afg1la,afg1la
1596,afg1lb,afg1lb
1597,afg3l2,afg3l2
1598,afmid,afmid
1599,afp4,afp4
1600,aga,aga
1601,agap1,agap1
1602,agap2,agap2
1603,agbl2,agbl2
1604,agbl5,agbl5
1605,agfg1a,agfg1a
1606,agfg1b,agfg1b
1607,aggf1,aggf1
1608,agk,agk
1609,agla,agla
1610,agmat,agmat
1611,agmo,agmo
1612,ago1,ago1
1613,ago3a,ago3a
1614,ago3b,ago3b
1615,ago4,ago4
1616,agpat2,agpat2
1617,agpat3,agpat3
1618,agpat4,agpat4
1619,agpat5,agpat5
1620,agpat9l,agpat9l
1621,agps,agps
1622,agr1,agr1
1623,agr2,agr2
1624,agrn,agrn
1625,agrp,agrp
1626,agtr2,agtr2
1627,agtrap,agtrap
1628,agxt2,agxt2
1629,agxta,agxta
1630,ahctf1,ahctf1
1631,ahcy,ahcy
1632,ahcyl1,ahcyl1
1633,ahcyl2,ahcyl2
1634,ahdc1,ahdc1
1635,ahi1,ahi1
1636,ahnak,ahnak
1637,ahr2,ahr2
1638,ahsa1a,ahsa1a
1639,ahsa1b,ahsa1b
1640,aida,aida
1641,aif1l,aif1l
1642,aifm1,aifm1
1643,aifm2,aifm2
1644,aifm4,aifm4
1645,aim1a,aim1a
1646,aim1b,aim1b
1647,aimp1,aimp1
1648,aimp2,aimp2
1649,aip,aip
1650,ajuba,ajuba
1651,ak1,ak1
1652,ak2,ak2
1653,ak3,ak3
1654,ak4,ak4
1655,ak5,ak5
1656,ak5l,ak5l
1657,ak7a,ak7a
1658,ak7b,ak7b
1659,ak8,ak8
1660,ak9,ak9
1661,akap10,akap10
1662,akap11,akap11
1663,akap12b,akap12b
1664,akap17a,akap17a
1665,akap1b,akap1b
1666,akap6,akap6
1667,akap8l,akap8l
1668,akap9,akap9
1669,akip1,akip1
1670,akirin1,akirin1
1671,akirin2,akirin2
1672,akna,akna
1673,akr1a1b,akr1a1b
1674,akr1b1,akr1b1
1675,akr7a3,akr7a3
1676,akt1s1,akt1s1
1677,akt2,akt2
1678,akt2l,akt2l
1679,akt3a,akt3a
1680,akt3b,akt3b
1681,aktip,aktip
1682,alad,alad
1683,alas1,alas1
1684,alas2,alas2
1685,alcama,alcama
1686,alcamb,alcamb
1687,aldh16a1,aldh16a1
1688,aldh18a1,aldh18a1
1689,aldh1a2,aldh1a2
1690,aldh1a3,aldh1a3
1691,aldh1l1,aldh1l1
1692,aldh1l2,aldh1l2
1693,aldh2.1,aldh2.1
1694,aldh2.2,aldh2.2
1695,aldh3a1,aldh3a1
1696,aldh3a2a,aldh3a2a
1697,aldh3a2b,aldh3a2b
1698,aldh3b1,aldh3b1
1699,aldh4a1,aldh4a1
1700,aldh6a1,aldh6a1
1701,aldh7a1,aldh7a1
1702,aldh8a1,aldh8a1
1703,aldh9a1a.1,aldh9a1a.1
1704,aldh9a1a.2,aldh9a1a.2
1705,aldh9a1b,aldh9a1b
1706,aldoaa,aldoaa
1707,aldoab,aldoab
1708,aldob,aldob
1709,aldocb,aldocb
1710,alg1,alg1
1711,alg10,alg10
1712,alg11,alg11
1713,alg12,alg12
1714,alg13,alg13
1715,alg14,alg14
1716,alg2,alg2
1717,alg3,alg3
1718,alg6,alg6
1719,alg8,alg8
1720,alg9,alg9
1721,alkal2b,alkal2b
1722,alkbh1,alkbh1
1723,alkbh2,alkbh2
1724,alkbh3,alkbh3
1725,alkbh4,alkbh4
1726,alkbh5,alkbh5
1727,alkbh6,alkbh6
1728,alkbh7,alkbh7
1729,alkbh8,alkbh8
1730,allc,allc
1731,alms1,alms1
1732,alox12,alox12
1733,alox5a,alox5a
1734,alox5ap,alox5ap
1735,alox5b.3,alox5b.3
1736,alpi.1,alpi.1
1737,alpk2,alpk2
1738,alpk3a,alpk3a
1739,alpk3b,alpk3b
1740,alpl,alpl
1741,als2a,als2a
1742,als2b,als2b
1743,alx1,alx1
1744,alx4a,alx4a
1745,alx4b,alx4b
1746,alyref,alyref
1747,amacr,amacr
1748,ambp,ambp
1749,ambra1a,ambra1a
1750,ambra1b,ambra1b
1751,amd1,amd1
1752,amdhd2,amdhd2
1753,amer1,amer1
1754,amer2,amer2
1755,amfra,amfra
1756,amh,amh
1757,ammecr1,ammecr1
1758,amn1,amn1
1759,amot,amot
1760,amotl2a,amotl2a
1761,amotl2b,amotl2b
1762,ampd2b,ampd2b
1763,ampd3b,ampd3b
1764,amph,amph
1765,amt,amt
