orig_gene,proc_gene
si:dkey-177p2.6,sidkey177p2.6
BX248515.2,BX248515.2
ahsa1a,ahsa1a
sel1l,sel1l
si:dkey-177p2.18,sidkey177p2.18
chga,chga
itpk1a,itpk1a
BX248515.3,BX248515.3
tmem251,tmem251
si:dkeyp-55f12.3,sidkeyp55f12.3
ubr7,ubr7
btbd7,btbd7
si:dkey-85n7.8,sidkey85n7.8
si:dkey-85n7.7,sidkey85n7.7
si:dkey-85n7.6,sidkey85n7.6
asb2a.1,asb2a.1
ppp4r4,ppp4r4
asb2a.1-1,asb2a.1-1
serpina10a,serpina10a
prph2lb,prph2lb
tmem179aa,tmem179aa
BX255913.2,BX255913.2
kif26aa,kif26aa
si:dkey-22l1.1,sidkey22l1.1
BX255917.2,BX255917.2
mthfd1a,mthfd1a
si:dkey-1h6.8,sidkey1h6.8
zbtb25,zbtb25
zbtb1,zbtb1
zgc:153157,zgc153157
vrtn,vrtn
syndig1l,syndig1l
BX255897.1,BX255897.1
dll4,dll4
ino80,ino80
chac1,chac1
vps18,vps18
rhov,rhov
pigh,pigh
zfyve1,zfyve1
wdr21-1,wdr21-1
dpf3,dpf3
BX255881.1,BX255881.1
rgs6,rgs6
BX569801.1,BX569801.1
BX569801.2,BX569801.2
sipa1l1,sipa1l1
rab15,rab15
fntb,fntb
max,max
AL928866.1,AL928866.1
slc10a1,slc10a1
srsf5b,srsf5b
susd6,susd6
acot20,acot20
acot21,acot21
gpr176,gpr176
AL928866.2,AL928866.2
thbs1b,thbs1b
katnbl1,katnbl1
emc7,emc7
chrm5b,chrm5b
aven,aven
ryr3,ryr3
fmn1,fmn1
grem1a,grem1a
scg5,scg5
actc1a,actc1a
rrm2,rrm2
klf11a,klf11a
taf1b,taf1b
BX248136.2,BX248136.2
ywhaqa,ywhaqa
adam17b,adam17b
cpsf3,cpsf3
asap2b,asap2b
si:ch211-195d17.2,sich211195d17.2
BX255963.2,BX255963.2
BX255963.1,BX255963.1
mboat2b,mboat2b
kidins220b,kidins220b
id2b,id2b
rnf144ab,rnf144ab
BX248324.1,BX248324.1
sox11b,sox11b
allc,allc
rps7,rps7
BX276180.4,BX276180.4
BX276180.2,BX276180.2
BX276180.1,BX276180.1
BX276180.3,BX276180.3
rnaseh1,rnaseh1
myt1la,myt1la
fgfr1op,fgfr1op
ccr6a,ccr6a
acbd3,acbd3
nhsl1b,nhsl1b
hebp2,hebp2
kif25,kif25
AL929182.1,AL929182.1
acat2,acat2
wtap,wtap
sod2,sod2
fndc1,fndc1
fam166c,fam166c
otofa,otofa
pdia6,pdia6
hpcal1,hpcal1
apobb.1,apobb.1
slc22a16,slc22a16
usta,usta
sash1a,sash1a
BX927258.1,BX927258.1
stxbp5a,stxbp5a
adgb,adgb
rab32a,rab32a
grm1a,grm1a
cd164,cd164
cep57l1,cep57l1
sesn1,sesn1
si:ch211-51a19.5,sich21151a19.5
armc2,armc2
BX842669.1,BX842669.1
BX927123.1,BX927123.1
foxo3b,foxo3b
afg1lb,afg1lb
snx3,snx3
nr2e1,nr2e1
CU138515.1,CU138515.1
ostm1,ostm1
si:ch73-257c13.2,sich73257c13.2
sec63,sec63
scml4,scml4
si:dkey-6f10.3,sidkey6f10.3
si:dkey-6f10.4-1,sidkey6f10.4-1
lratd1,lratd1
nbas,nbas
ddx1,ddx1
mycn,mycn
si:dkey-65b13.1,sidkey65b13.1
AL929220.1,AL929220.1
smek1,smek1
erh,erh
paplnb,paplnb
si:dkey-65b13.13,sidkey65b13.13
drc1,drc1
kcnf1a,kcnf1a
rock2bl,rock2bl
si:dkey-65b13.9,sidkey65b13.9
rock2b,rock2b
rock2b-1,rock2b-1
si:dkey-65b13.8-1,sidkey65b13.8-1
ak9,ak9
ppil6,ppil6
henmt1,henmt1
fam102bb,fam102bb
olfml2ba,olfml2ba
atf6,atf6
rxrgb,rxrgb
lmx1a,lmx1a
selp,selp
BX296562.2,BX296562.2
BX296562.1,BX296562.1
sele,sele
si:dkey-51e6.1,sidkey51e6.1
zp3a.2,zp3a.2
zp3a.1,zp3a.1
C20H1orf112,C20H1orf112
scyl3,scyl3
prg4b,prg4b
tprb,tprb
pdcb,pdcb
ptgs2b,ptgs2b
pla2g4ab,pla2g4ab
BX248238.2,BX248238.2
arpc5b,arpc5b
BX248238.1,BX248238.1
hmcn1,hmcn1
ivns1abpa,ivns1abpa
swt1,swt1
znfl1k,znfl1k
trmt1l,trmt1l
niban1a,niban1a
kifap3a,kifap3a
mettl11b,mettl11b
gorab,gorab
prrx1b,prrx1b
si:ch211-242b18.1,sich211242b18.1
BX279523.1,BX279523.1
slc25a24,slc25a24
elp3,elp3
si:ch211-63o20.7,sich21163o20.7
pnocb,pnocb
znf395b,znf395b
paqr8,paqr8
mcm3,mcm3
stmn4,stmn4
il17a/f3,il17af3
emilin1a,emilin1a
ankef1a,ankef1a
snap25a,snap25a
sccpdhb,sccpdhb
BX470246.1,BX470246.1
cnstb,cnstb
kif26bb,kif26bb
hnrnpub,hnrnpub
lft1,lft1
cdc42bpab,cdc42bpab
fbxo16,fbxo16
fzd3a,fzd3a
fam49a,fam49a
BX511024.1,BX511024.1
vsnl1a,vsnl1a
BX510920.1,BX510920.1
sf3b6,sf3b6
tdrd6,tdrd6
pla2g7,pla2g7
mep1a.1,mep1a.1
mep1a.2,mep1a.2
adgrf3b,adgrf3b
adgrf11,adgrf11
adgrf7,adgrf7
adgrf6,adgrf6
si:dkey-30j22.1,sidkey30j22.1
adgrf8,adgrf8
tnfrsf21,tnfrsf21
cd2ap,cd2ap
opn5,opn5
ptchd4,ptchd4
BX255920.1,BX255920.1
cnih3,cnih3
si:dkey-1j5.4,sidkey1j5.4
lbr,lbr
enah,enah
srp9,srp9
ephx1,ephx1
slc5a6a,slc5a6a
rpl7l1,rpl7l1
ncoa1,ncoa1
ptrhd1,ptrhd1
slc25a27,slc25a27
abracl,abracl
heca,heca
txlnba,txlnba
BX248390.1,BX248390.1
cited2,cited2
CR388421.1,CR388421.1
nmbr,nmbr
cx23,cx23
vta1,vta1
BX004780.1,BX004780.1
adgrg6,adgrg6
si:ch211-202p1.5,sich211202p1.5
BX088686.1,BX088686.1
hivep2a,hivep2a
BX088644.1,BX088644.1
aig1,aig1
adat2,adat2
pex3,pex3
atf3,atf3
batf3,batf3
nsl1,nsl1
tatdn3,tatdn3
si:ch211-147d7.5,sich211147d7.5
flvcr1,flvcr1
vash2,vash2
angel2,angel2
galnt14,galnt14
ehd3,ehd3
ccl38.6,ccl38.6
ccl38a.5,ccl38a.5
ccl38a.4,ccl38a.4
stum,stum
itpkb,itpkb
coq8aa,coq8aa
BX569783.1,BX569783.1
si:ch211-245h14.1,sich211245h14.1
znf512,znf512
gtf3c2,gtf3c2
slc30a2,slc30a2
si:ch211-243j20.2,sich211243j20.2
mpv17,mpv17
uts1,uts1
trim54,trim54
dnajc5ga,dnajc5ga
cad,cad
si:dkey-221h15.4,sidkey221h15.4
ift172,ift172
msra,msra
AL929058.1,AL929058.1
rcan2,rcan2
cyp39a1,cyp39a1
reps1,reps1
clu,clu
scara3,scara3
ccl38.1,ccl38.1
ccdc25,ccdc25
esco2,esco2
pbk,pbk
pimr136,pimr136
AL845306.2,AL845306.2
pimr128,pimr128
BX119915.3,BX119915.3
pimr128-1,pimr128-1
BX119915.2,BX119915.2
pimr129,pimr129
BX119915.1,BX119915.1
SLC35D3,SLC35D3
pex7,pex7
hey2,hey2
BX936317.1,BX936317.1
hddc2,hddc2
tpd52l1,tpd52l1
rnf217,rnf217
nkain2,nkain2
CR847530.1,CR847530.1
CR847530.2,CR847530.2
trdn,trdn
si:ch211-199i15.5,sich211199i15.5
clvs2,clvs2
smpdl3a,smpdl3a
fabp7b,fabp7b
pkib,pkib
serinc1,serinc1
hsf2,hsf2
AL845365.1,AL845365.1
cx43,cx43
cx32.2,cx32.2
cx28.1,cx28.1
cx28.9,cx28.9
cx32.3,cx32.3
cx34.5,cx34.5
hsdl1,hsdl1
tbc1d32,tbc1d32
man1a1,man1a1
BX510919.1,BX510919.1
fam184a,fam184a
mcm9,mcm9
cep85l,cep85l
pln,pln
si:dkeyp-114g9.1,sidkeyp114g9.1
slc35f1,slc35f1
nus1,nus1
gopc,gopc
dcbld1,dcbld1
vgll2a,vgll2a
rfx6,rfx6
si:dkeyp-93d12.1,sidkeyp93d12.1
igf2r,igf2r
AL929119.1,AL929119.1
slc22a2,slc22a2
plg,plg
ttll2,ttll2
pimr110,pimr110
efr3bb,efr3bb
pomcb,pomcb
si:ch211-203k16.3,sich211203k16.3
snx9b,snx9b
moxd1l,moxd1l
dusp23a,dusp23a
afdna,afdna
AL928920.2,AL928920.2
unc93a,unc93a
pimr138,pimr138
AL928920.3,AL928920.3
AL928920.4,AL928920.4
pimr109,pimr109
pimr133,pimr133
si:dkey-206f10.1,sidkey206f10.1
parp1,parp1
BX470188.1,BX470188.1
lin9,lin9
mixl1,mixl1
zpax1,zpax1
ttc32,ttc32
matn3a,matn3a
laptm4a,laptm4a
mark3b,mark3b
clic5b,clic5b
runx2b,runx2b
opn8a,opn8a
opn8b,opn8b
BX664630.1,BX664630.1
mut,mut
fkbp1b,fkbp1b
wdcp,wdcp
mfsd2b,mfsd2b
CR545466.1,CR545466.1
ubxn2a,ubxn2a
atad2b,atad2b
klhl29,klhl29
CABZ01035143.1,CABZ01035143.1
trib2,trib2
hnrnpa0l,hnrnpa0l
napbb,napbb
gpcpd1,gpcpd1
chgb,chgb
trmt6,trmt6
fermt1,fermt1
AL929237.4,AL929237.4
bmp2b,bmp2b
AL929237.3,AL929237.3
AL929237.2,AL929237.2
AL929237.1,AL929237.1
si:dkey-7c18.24,sidkey7c18.24
taar12i,taar12i
taar1b,taar1b
taar11,taar11
taar10b,taar10b
taar10d,taar10d
taar10c,taar10c
taar10,taar10
taar13b,taar13b
taar13d,taar13d
stx7l,stx7l
taar14a,taar14a
si:dkey-246e3.4,sidkey246e3.4
taar14l,taar14l
taar14h,taar14h
taar14i,taar14i
BX957286.1,BX957286.1
taar14b,taar14b
flvcr2b,flvcr2b
bmf2,bmf2
adgrg11,adgrg11
rad51,rad51
rmdn3,rmdn3
zc3h14,zc3h14
eif2b2,eif2b2
tmed10,tmed10
si:ch211-153j24.3,sich211153j24.3
fosab,fosab
AL929435.1,AL929435.1
batf,batf
jdp2b,jdp2b
AL929435.2,AL929435.2
adcy3b,adcy3b
wdr26b,wdr26b
si:ch211-57i17.2,sich21157i17.2
si:ch211-57i17.1,sich21157i17.1
si:ch211-57i17.5,sich21157i17.5
esrrgb,esrrgb
GPATCH2,GPATCH2
si:ch73-21k16.1,sich7321k16.1
CU571074.2,CU571074.2
dnmt3aa,dnmt3aa
CR385078.4,CR385078.4
CR385078.6,CR385078.6
si:dkeyp-104f11.6,sidkeyp104f11.6
CR385078.1,CR385078.1
si:dkeyp-104f11.9,sidkeyp104f11.9
znf975,znf975
si:dkeyp-104f11.8,sidkeyp104f11.8
dtnba,dtnba
kif3ca,kif3ca
rab10,rab10
lin28b,lin28b
CABZ01053323.1,CABZ01053323.1
tfap2b,tfap2b
tfap2d,tfap2d
hadhb,hadhb
hadhaa,hadhaa
gareml,gareml
prep,prep
efhc1,efhc1
xkr5a,xkr5a
tram2,tram2
EVA1A,EVA1A
CABZ01059119.1,CABZ01059119.1
CABZ01059120.1,CABZ01059120.1
insm1a,insm1a
si:zfos-223e1.2,sizfos223e1.2
mgst3a,mgst3a
BX663521.6,BX663521.6
BX663521.2,BX663521.2
BX663521.5,BX663521.5
pax1b,pax1b
BX663521.4,BX663521.4
tsta3l2,tsta3l2
nkx2.2b,nkx2.2b
nkx2.4b,nkx2.4b
xrn2,xrn2
BX005124.2,BX005124.2
BX005124.1,BX005124.1
LO017960.1,LO017960.1
crnkl1,crnkl1
naa20,naa20
cd109,cd109
LO018680.1,LO018680.1
col12a1b,col12a1b
COX7A2,COX7A2
filip1b,filip1b
HMBOX1,HMBOX1
CABZ01078261.1,CABZ01078261.1
kif13bb,kif13bb
ints9,ints9
extl3,extl3
riox1,riox1
NDUFB1,NDUFB1
cpsf2,cpsf2
slc24a4b,slc24a4b
tmem121ab,tmem121ab
CU570682.1,CU570682.1
fut8b,fut8b
gphnb,gphnb
mpp5b,mpp5b
im:7140055,im7140055
AL928824.3,AL928824.3
AL928824.2,AL928824.2
atp6v1d,atp6v1d
eif2s1b,eif2s1b
rbm25b,rbm25b
AL928824.1,AL928824.1
hsp90ab1,hsp90ab1
slc35b2,slc35b2
nfkbie,nfkbie
tmem151ba,tmem151ba
CU660013.2,CU660013.2
tcte1,tcte1
rnf8,rnf8
CU660013.4,CU660013.4
si:ch73-91k6.2,sich7391k6.2
CU660013.1,CU660013.1
thbd,thbd
tlr5b,tlr5b
tlr5a,tlr5a
disp1,disp1
LO018154.1,LO018154.1
si:ch211-14a11.1,sich21114a11.1
brox,brox
aida,aida
BX936461.1,BX936461.1
mia3,mia3
taf1a,taf1a
dusp10,dusp10
CU633978.1,CU633978.1
hlx1,hlx1
rhpn1,rhpn1
naprt,naprt
CU550702.1,CU550702.1
si:ch1073-287p18.1,sich1073287p18.1
arhgap39,arhgap39
tsta3,tsta3
GFUS,GFUS
pycr3,pycr3
eef1db,eef1db
si:dkey-235d18.5,sidkey235d18.5
si:ch211-221n20.2,sich211221n20.2
phactr1,phactr1
tbc1d7,tbc1d7
dspb,dspb
ctsbb,ctsbb
fdft1,fdft1
gata4,gata4
CABZ01066813.1,CABZ01066813.1
CABZ01115113.1,CABZ01115113.1
FIG4,FIG4
gpr6,gpr6
wasf1,wasf1
cdc40,cdc40
mettl24,mettl24
apobb.2,apobb.2
bub1ba,bub1ba
pak6b,pak6b
myh6,myh6
slc25a29,slc25a29
slc25a47a,slc25a47a
dio3b,dio3b
CR381646.1,CR381646.1
ppp2r5cb,ppp2r5cb
hsp90aa1.2,hsp90aa1.2
hsp90aa1.1,hsp90aa1.1
si:dkey-241l7.5,sidkey241l7.5
si:dkey-241l7.4,sidkey241l7.4
si:dkey-241l7.3,sidkey241l7.3
si:dkey-241l7.2,sidkey241l7.2
wdr20b,wdr20b
mgat2,mgat2
rps29,rps29
CU633785.1,CU633785.1
CABZ01111496.1,CABZ01111496.1
arf6a,arf6a
faua,faua
prpf39,prpf39
fkbp3,fkbp3
actr10,actr10
zp2.2,zp2.2
zp2.3,zp2.3
si:zfos-1505d6.3,sizfos1505d6.3
zp2.6,zp2.6
zp2.1,zp2.1
zp2.5,zp2.5
CU914156.1,CU914156.1
CABZ01077555.1,CABZ01077555.1
cipcb,cipcb
znf410,znf410
entpd5b,entpd5b
lrfn5b,lrfn5b
yy1b,yy1b
evlb,evlb
CABZ01118770.1,CABZ01118770.1
ppp1r35,ppp1r35
zgc:153012,zgc153012
CABZ01087948.1,CABZ01087948.1
pak7,pak7
CABZ01037174.1,CABZ01037174.1
si:dkey-15f23.1,sidkey15f23.1
CT027638.1,CT027638.1
tmed7,tmed7
hsd17b4,hsd17b4
prr16,prr16
sncaip,sncaip
snx2,snx2
cep120,cep120
pym1,pym1
trim36,trim36
pggt1b,pggt1b
FP017151.1,FP017151.1
fem1c,fem1c
CABZ01063543.1,CABZ01063543.1
nudt12,nudt12
zgc:101664,zgc101664
srp19,srp19
FO704758.1,FO704758.1
si:ch211-87m7.2,sich21187m7.2
spinb,spinb
csgalnact1b,csgalnact1b
PLPP1,PLPP1
rnf165b,rnf165b
loxhd1b,loxhd1b
ptger4a,ptger4a
mrps27,mrps27
CT027631.1,CT027631.1
znf366,znf366
fabp1b.1,fabp1b.1
fabp1b.2,fabp1b.2
smyd1b,smyd1b
sprb,sprb
lzts3b,lzts3b
ubox5,ubox5
avp,avp
ccl27a,ccl27a
slc35d2,slc35d2
znf367,znf367
CU896541.1,CU896541.1
cdc14b,cdc14b
prxl2c,prxl2c
fbxl17,fbxl17
efna5b,efna5b
CU694486.1,CU694486.1
dgcr6,dgcr6
rasal1b,rasal1b
CABZ01065417.1,CABZ01065417.1
CABZ01065416.1,CABZ01065416.1
pi4kab,pi4kab
serpind1,serpind1
CU326361.2,CU326361.2
snap29,snap29
si:dkey-178e17.3,sidkey178e17.3
CR788303.1,CR788303.1
SLC25A1,SLC25A1
cltcl1,cltcl1
si:dkeyp-117b11.1,sidkeyp117b11.1
si:dkeyp-117b11.2,sidkeyp117b11.2
si:dkeyp-117b11.3,sidkeyp117b11.3
plat,plat
ikbkb,ikbkb
vdac3,vdac3
ENKD1,ENKD1
polb,polb
si:dkeyp-51b9.3,sidkeyp51b9.3
dynll1,dynll1
rpl6,rpl6
acaa2,acaa2
mrpl40,mrpl40
si:ch211-51h9.6,sich21151h9.6
gle1,gle1
si:ch211-51h9.7,sich21151h9.7
seta,seta
zdhhc12a,zdhhc12a
slc25a25a,slc25a25a
naif1,naif1
fam102aa,fam102aa
CABZ01085195.1,CABZ01085195.1
sh3glb2a,sh3glb2a
FP325112.2,FP325112.2
FP325112.1,FP325112.1
crb2b,crb2b
lhx2b,lhx2b
fut9b,fut9b
zgc:173737,zgc173737
zgc:103510,zgc103510
zgc:136963,zgc136963
zgc:165519,zgc165519
zgc:112433,zgc112433
CU929199.1,CU929199.1
ctu1,ctu1
pxnb,pxnb
gcn1,gcn1
rab35b,rab35b
FP016056.1,FP016056.1
bicdl1,bicdl1
citb,citb
mtmr3,mtmr3
mtmr3-1,mtmr3-1
cux2b,cux2b
myl2b,myl2b
pptc7a,pptc7a
rad9b,rad9b
srrd,srrd
BX004972.1,BX004972.1
si:ch211-166a6.5,sich211166a6.5
dhx37,dhx37
gp1bb,gp1bb
sept5a,sept5a
zgc:63587,zgc63587
cldn5a,cldn5a
FP085395.1,FP085395.1
cdc45,cdc45
ufd1l,ufd1l
ciao1,ciao1
hsp70l,hsp70l
tmem127,tmem127
es1,es1
igsf9b,igsf9b
tmem230b,tmem230b
adra1aa,adra1aa
FO904844.1,FO904844.1
bnip3la,bnip3la
ppp2r2aa,ppp2r2aa
LRRTM4,LRRTM4
CR352297.3,CR352297.3
lrrtm4l2,lrrtm4l2
BX294006.1,BX294006.1
vsig8b,vsig8b
CR749774.1,CR749774.1
dock5,dock5
nefmb,nefmb
neflb,neflb
si:ch211-255g12.8,sich211255g12.8
asb6,asb6
wdr13,wdr13
si:ch211-255g12.6,sich211255g12.6
asic1a,asic1a
gpd1a,gpd1a
si:ch73-233m11.2,sich73233m11.2
si:dkey-222n6.2,sidkey222n6.2
CU862015.1,CU862015.1
abtb1,abtb1
slc6a6a,slc6a6a
CU302304.1,CU302304.1
grip2a,grip2a
ssuh2rs1,ssuh2rs1
selenoh,selenoh
pcsk1nl,pcsk1nl
lhfpl4b,lhfpl4b
hdac6,hdac6
gata1b,gata1b
cdk20,cdk20
hcfc1b,hcfc1b
irak1,irak1
mecp2,mecp2
CR385024.1,CR385024.1
fgd1,fgd1
CR931813.1,CR931813.1
tfe3a,tfe3a
CR931813.2,CR931813.2
zgc:113363,zgc113363
cxxc1a,cxxc1a
mbd1a,mbd1a
si:ch211-169p10.1,sich211169p10.1
abcd1,abcd1
plxnb3,plxnb3
srpk3,srpk3
tsr2,tsr2
cdk16,cdk16
comta,comta
abt1,abt1
grm6a,grm6a
usp11,usp11
zgc:86609,zgc86609
uxt,uxt
elk1,elk1
si:ch211-180f4.1,sich211180f4.1
otud5a,otud5a
pim2,pim2
si:dkey-83k24.5,sidkey83k24.5
slc35a2,slc35a2
bcap31,bcap31
slc6a8,slc6a8
pnck,pnck
plxna3,plxna3
ptpn18,ptpn18
mon1ba,mon1ba
gripap1,gripap1
kcnd1,kcnd1
si:dkey-8e10.2,sidkey8e10.2
si:dkey-8e10.3,sidkey8e10.3
pim1,pim1
CU694808.1,CU694808.1
tbc1d22b,tbc1d22b
tafa5l,tafa5l
mapk13,mapk13
FP085410.1,FP085410.1
brpf3b,brpf3b
nr1h5,nr1h5
slc66a1,slc66a1
trim33,trim33
bcas2,bcas2
dennd2c,dennd2c
ampd1,ampd1
nras,nras
asb13b,asb13b
si:ch211-204d2.4,sich211204d2.4
tasor2,tasor2
unc45b,unc45b
pip5k1bb,pip5k1bb
fxn,fxn
tjp2b,tjp2b
si:ch211-248e11.2,sich211248e11.2
fnbp1a,fnbp1a
ift81,ift81
atp2a2a,atp2a2a
anapc7,anapc7
rapgef1a,rapgef1a
med27,med27
ntng2a,ntng2a
endog,endog
dab2ipa,dab2ipa
phf19,phf19
traf1,traf1
CU639468.1,CU639468.1
si:dkey-104n9.1,sidkey104n9.1
slc2a6,slc2a6
KIF2A,KIF2A
cept1a,cept1a
dram2a,dram2a
dennd2da,dennd2da
CU469314.1,CU469314.1
si:dkey-208b23.5,sidkey208b23.5
sap30bp,sap30bp
itgb4,itgb4
zgc:194990,zgc194990
si:ch73-61d6.3,sich7361d6.3
kcnn1b,kcnn1b
ccdc124,ccdc124
slc5a5,slc5a5
jak3,jak3
fut9d,fut9d
CR354547.1,CR354547.1
b3gnt3.1,b3gnt3.1
b3gnt3.2,b3gnt3.2
b3gnt3.3,b3gnt3.3
b3gnt3.4,b3gnt3.4
si:dkey-258f14.2,sidkey258f14.2
si:dkey-258f14.3,sidkey258f14.3
pimr107,pimr107
lonrf1l,lonrf1l
doc2d,doc2d
serping1,serping1
CT025854.1,CT025854.1
igf3,igf3
si:dkeyp-110g5.4,sidkeyp110g5.4
atp2b3a,atp2b3a
dedd,dedd
ugt5e1,ugt5e1
si:ch211-229n2.7,sich211229n2.7
si:ch211-229n2.6,sich211229n2.6
bgna,bgna
si:dkey-6n6.1,sidkey6n6.1
tpk2,tpk2
rhoaa,rhoaa
ndufb11,ndufb11
def6a,def6a
sin3b,sin3b
xpr1a,xpr1a
acbd6,acbd6
BX294388.2,BX294388.2
lhx4,lhx4
qsox1,qsox1
cep350,cep350
cacna1ea,cacna1ea
si:dkey-21p1.3,sidkey21p1.3
soat1,soat1
abl2,abl2
fnbp1l,fnbp1l
bcar3,bcar3
paox1,paox1
zgc:171480,zgc171480
slc5a9,slc5a9
gclm,gclm
dnttip2,dnttip2
spata6,spata6
agbl4,agbl4
BX510319.1,BX510319.1
bend5,bend5
agbl4-1,agbl4-1
elavl4,elavl4
CR931780.1,CR931780.1
dmrta2,dmrta2
faf1,faf1
cdkn2c,cdkn2c
rnf11b,rnf11b
ttc39a,ttc39a
eps15,eps15
CU467861.7,CU467861.7
calr,calr
tor3a,tor3a
CU467861.6,CU467861.6
CU467861.2,CU467861.2
osbpl9,osbpl9
si:ch211-198n5.11,sich211198n5.11
rpe65b,rpe65b
rpe65c,rpe65c
depdc1a,depdc1a
smim15,smim15
ndufaf2,ndufaf2
ercc8,ercc8
elovl7a,elovl7a
CR925863.1,CR925863.1
pde4d,pde4d
rab3c,rab3c
si:dkey-190g11.3,sidkey190g11.3
plk2b,plk2b
BX510928.1,BX510928.1
mier3b,mier3b
mrps36,mrps36
cenph,cenph
pola2,pola2
dimt1l,dimt1l
skia,skia
si:ch73-70k4.1,sich7370k4.1
prkcz,prkcz
BX000447.1,BX000447.1
si:ch211-150o23.3,sich211150o23.3
BX005450.1,BX005450.1
si:ch211-150o23.2,sich211150o23.2
st6galnac5b,st6galnac5b
slc44a5b,slc44a5b
lhx8b,lhx8b
erich3,erich3
tnni3k,tnni3k
fpgt,fpgt
lrriq3,lrriq3
si:dkey-267j14.7,sidkey267j14.7
acot11b,acot11b
ssbp3b,ssbp3b
dio1,dio1
glis1b,glis1b
rps8b,rps8b
elovl8b,elovl8b
CT025742.1,CT025742.1
armh1,armh1
guk1b,guk1b
rnf220b,rnf220b
dmap1,dmap1
obscna,obscna
zgc:153738,zgc153738
alkal1,alkal1
si:dkey-30h22.11,sidkey30h22.11
AL844185.1,AL844185.1
nexn,nexn
tab3,tab3
tmem47,tmem47
prrg1,prrg1
cpox,cpox
ccdc181,ccdc181
fsd1,fsd1
stap2b,stap2b
mpnd,mpnd
sh3gl1b,sh3gl1b
rorca,rorca
sema6bb,sema6bb
si:ch73-222f22.2,sich73222f22.2
abhd17ab,abhd17ab
zgc:77486,zgc77486
zgc:77486-1,zgc774861
rgl1,rgl1
mpeg1.2,mpeg1.2
colgalt2,colgalt2
zgc:92140,zgc92140
edem3,edem3
npl,npl
sec22bb,sec22bb
si:ch73-281k2.5,sich73281k2.5
notch2,notch2
slc35a3a,slc35a3a
fam78bb,fam78bb
foxe3,foxe3
foxd2,foxd2
CR352292.1,CR352292.1
trabd2b,trabd2b
lpxn,lpxn
znf692,znf692
fcho1,fcho1
rfx2,rfx2
acsbg2,acsbg2
mllt1a,mllt1a
BX664738.1,BX664738.1
acer1,acer1
myo1f,myo1f
adamts10,adamts10
zap70,zap70
mob3a,mob3a
mknk2b,mknk2b
BX511253.1,BX511253.1
rexo1,rexo1
zgc:101100,zgc101100
csnk1g2b,csnk1g2b
BX323082.1,BX323082.1
nfic,nfic
si:ch211-133l5.4,sich211133l5.4
si:ch211-133l5.7,sich211133l5.7
BX004774.1,BX004774.1
BX004774.2,BX004774.2
dohh,dohh
si:ch211-133l5.8,sich211133l5.8
fzr1a,fzr1a
si:ch73-196i15.3,sich73196i15.3
haus5,haus5
si:ch73-196i15.5,sich73196i15.5
CU861651.1,CU861651.1
si:dkeyp-82a1.2,sidkeyp82a1.2
si:dkeyp-82a1.3,sidkeyp82a1.3
si:dkeyp-82a1.8,sidkeyp82a1.8
si:dkeyp-82a1.4,sidkeyp82a1.4
BX664618.1,BX664618.1
si:dkeyp-82a1.6,sidkeyp82a1.6
zgc:112962,zgc112962
aldh9a1a.2,aldh9a1a.2
aldh9a1a.1,aldh9a1a.1
tmco1,tmco1
uck2a,uck2a
magoh,magoh
cpt2,cpt2
porcn,porcn
spryd4,spryd4
gls2a,gls2a
col2a1a,col2a1a
cry3a,cry3a
itpr3,itpr3
gpr37l1b,gpr37l1b
alas2,alas2
ela2l,ela2l
ela2,ela2
fhad1,fhad1
BX784023.1,BX784023.1
si:dkey-163f12.6,sidkey163f12.6
si:dkey-163f12.11,sidkey163f12.11
si:dkey-163f12.10,sidkey163f12.10
ajap1,ajap1
BX323830.1,BX323830.1
nphp4,nphp4
dffb,dffb
si:ch211-147a11.3,sich211147a11.3
b3gnt7l,b3gnt7l
cep104,cep104
lrrc47,lrrc47
smim1,smim1
mad2l2,mad2l2
zgc:153631,zgc153631
si:dkey-23c22.5,sidkey23c22.5
zgc:158862,zgc158862
si:dkey-23c22.7,sidkey23c22.7
zgc:153759,zgc153759
zgc:153759-1,zgc1537591
si:ch211-261n11.7,sich211261n11.7
si:ch211-261n11.8,sich211261n11.8
CT583651.1,CT583651.1
si:ch211-261n11.5,sich211261n11.5
apex2,apex2
rassf11,rassf11
csde1,csde1
porcnl,porcnl
iqsec2a,iqsec2a
PDZD4,PDZD4
magixa,magixa
BX072561.1,BX072561.1
BX072561.2,BX072561.2
cacna1fb,cacna1fb
sypa,sypa
zgc:136605,zgc136605
emilin3a,emilin3a
samd10a,samd10a
uckl1a,uckl1a
ythdf1,ythdf1
si:dkey-70p6.1,sidkey70p6.1
zgc:100920,zgc100920
CR759927.3,CR759927.3
dre-mir-124-6,dre-mir-124-6
CR759927.1,CR759927.1
si:ch211-196c10.13,sich211196c10.13
gid8a,gid8a
slc17a9a,slc17a9a
dnajc5aa,dnajc5aa
si:ch211-196c10.15,sich211196c10.15
tpd52l2a,tpd52l2a
ppdpfa,ppdpfa
ptk6a,ptk6a
znfl1l,znfl1l
nol4la,nol4la
CR759927.2,CR759927.2
dnmt3ba,dnmt3ba
mapre1a,mapre1a
BX005340.1,BX005340.1
si:dkey-16n15.6,sidkey16n15.6
suv39h1a,suv39h1a
gpr173,gpr173
foxp3b,foxp3b
sema3gb,sema3gb
wasb,wasb
slc38a5b,slc38a5b
ccdc22,ccdc22
nt5dc2,nt5dc2
