X,orig_gene,proc_gene
27314,XLOC-042917,XLOC-042917
27315,XLOC-042919,XLOC-042919
27316,XLOC-042923,XLOC-042923
27317,XLOC-042928,XLOC-042928
27318,XLOC-042934,XLOC-042934
27319,XLOC-042938,XLOC-042938
27320,XLOC-042949,XLOC-042949
27321,XLOC-042955,XLOC-042955
27322,XLOC-042971,XLOC-042971
27323,XLOC-042975,XLOC-042975
27324,XLOC-042977,XLOC-042977
27325,XLOC-042992,XLOC-042992
27326,XLOC-042993,XLOC-042993
27327,XLOC-042999,XLOC-042999
27328,XLOC-043000,XLOC-043000
27329,XLOC-043001,XLOC-043001
27330,XLOC-043010,XLOC-043010
27331,XLOC-043013,XLOC-043013
27332,XLOC-043020,XLOC-043020
27333,XLOC-043028,XLOC-043028
27334,XLOC-043043,XLOC-043043
27335,XLOC-043072,XLOC-043072
27336,XLOC-043073,XLOC-043073
27337,XLOC-043091,XLOC-043091
27338,XLOC-043097,XLOC-043097
27339,XLOC-043106,XLOC-043106
27340,XLOC-043113,XLOC-043113
27341,XLOC-043122,XLOC-043122
27342,XLOC-043124,XLOC-043124
27343,XLOC-043131,XLOC-043131
27344,XLOC-043135,XLOC-043135
27345,XLOC-043151,XLOC-043151
27346,XLOC-043195,XLOC-043195
27347,XLOC-043201,XLOC-043201
27348,XLOC-043211,XLOC-043211
27349,XLOC-043218,XLOC-043218
27350,XLOC-043220,XLOC-043220
27351,XLOC-043229,XLOC-043229
27352,XLOC-043245,XLOC-043245
27353,XLOC-043310,XLOC-043310
27354,XLOC-043334,XLOC-043334
27355,XLOC-043347,XLOC-043347
27356,XLOC-043349,XLOC-043349
27357,XLOC-043351,XLOC-043351
27358,XLOC-043355,XLOC-043355
27359,XLOC-043372,XLOC-043372
27360,XLOC-043397,XLOC-043397
27361,XLOC-043400,XLOC-043400
27362,XLOC-043418,XLOC-043418
27363,XLOC-043445,XLOC-043445
27364,XLOC-043447,XLOC-043447
27365,XLOC-043449,XLOC-043449
27366,XLOC-043454,XLOC-043454
27367,XLOC-043457,XLOC-043457
27368,XLOC-043462,XLOC-043462
27369,XLOC-043545,XLOC-043545
27370,XLOC-043546,XLOC-043546
27371,XLOC-043548,XLOC-043548
27372,XLOC-043567,XLOC-043567
27373,XLOC-043568,XLOC-043568
27374,XLOC-043569,XLOC-043569
27375,XLOC-043579,XLOC-043579
27376,XLOC-043619,XLOC-043619
27377,XLOC-043621,XLOC-043621
27378,XLOC-043623,XLOC-043623
27379,XLOC-043624,XLOC-043624
27380,XLOC-043630,XLOC-043630
27381,XLOC-043650,XLOC-043650
27382,XLOC-043654,XLOC-043654
27383,XLOC-043659,XLOC-043659
27384,XLOC-043665,XLOC-043665
27385,XLOC-043669,XLOC-043669
27386,XLOC-043670,XLOC-043670
27388,XLOC-043685,XLOC-043685
27389,XLOC-043694,XLOC-043694
27390,XLOC-043736,XLOC-043736
27391,XLOC-043741,XLOC-043741
27392,XLOC-043755,XLOC-043755
27393,XLOC-043760,XLOC-043760
27394,XLOC-043762,XLOC-043762
27395,XLOC-043765,XLOC-043765
27396,XLOC-043769,XLOC-043769
27397,XLOC-043778,XLOC-043778
27398,XLOC-043782,XLOC-043782
27399,XLOC-043788,XLOC-043788
27400,XLOC-043789,XLOC-043789
27401,XLOC-043826,XLOC-043826
27402,XLOC-043833,XLOC-043833
27403,XLOC-043840,XLOC-043840
27404,XLOC-043846,XLOC-043846
27405,XLOC-043847,XLOC-043847
27406,XLOC-043852,XLOC-043852
27407,XLOC-043857,XLOC-043857
27408,XLOC-043859,XLOC-043859
27409,XLOC-043861,XLOC-043861
27410,XLOC-043871,XLOC-043871
27411,XLOC-043919,XLOC-043919
27412,XLOC-043931,XLOC-043931
27413,XLOC-043935,XLOC-043935
27414,XLOC-043953,XLOC-043953
27415,XLOC-043962,XLOC-043962
27416,XLOC-043965,XLOC-043965
27417,XLOC-043970,XLOC-043970
27418,XLOC-043975,XLOC-043975
27419,XLOC-043976,XLOC-043976
27420,XLOC-043980,XLOC-043980
27421,XLOC-043986,XLOC-043986
27422,XLOC-044035,XLOC-044035
27423,XLOC-044048,XLOC-044048
27424,XLOC-044050,XLOC-044050
27425,XLOC-044070,XLOC-044070
27426,XLOC-044090,XLOC-044090
27427,XLOC-044110,XLOC-044110
27428,XLOC-044113,XLOC-044113
27429,XLOC-044118,XLOC-044118
27430,XLOC-044140,XLOC-044140
27431,XLOC-044147,XLOC-044147
27432,XLOC-044166,XLOC-044166
27433,XLOC-044186,XLOC-044186
27434,XLOC-044191,XLOC-044191
27435,XLOC-044202,XLOC-044202
27436,XLOC-044204,XLOC-044204
27438,XLOC-044226,XLOC-044226
27439,XLOC-044238,XLOC-044238
27440,XLOC-044244,XLOC-044244
27441,XLOC-044245,XLOC-044245
27442,XLOC-044266,XLOC-044266
27443,XLOC-044268,XLOC-044268
27444,XLOC-044272,XLOC-044272
27445,XLOC-044280,XLOC-044280
27446,XLOC-044281,XLOC-044281
27447,XLOC-044286,XLOC-044286
27448,XLOC-044287,XLOC-044287
27449,XLOC-044290,XLOC-044290
27450,XLOC-044291,XLOC-044291
27451,XLOC-044297,XLOC-044297
27452,XLOC-044302,XLOC-044302
27453,XLOC-044303,XLOC-044303
27454,xpa,xpa
27455,xpc,xpc
27456,xpnpep1,xpnpep1
27457,xpnpep2,xpnpep2
27458,xpnpep3,xpnpep3
27459,xpo1a,xpo1a
27460,xpo1b,xpo1b
27461,xpo4,xpo4
27462,XPO5,XPO5
27463,xpo6,xpo6
27464,xpo7,xpo7
27465,xpot,xpot
27466,xpr1a,xpr1a
27467,xpr1b,xpr1b
27468,xrcc1,xrcc1
27469,XRCC2,XRCC2
27470,xrcc3,xrcc3
27471,xrcc4,xrcc4
27472,xrcc5,xrcc5
27473,xrcc6,xrcc6
27474,xrn1,xrn1
27475,xrn2,xrn2
27476,xrra1,xrra1
27477,xxylt1,xxylt1
27478,xylb,xylb
27479,xylt1,xylt1
27480,xylt2,xylt2
27481,yaf2,yaf2
27482,yap1,yap1
27483,yars,yars
27484,yars2,yars2
27485,ybx1,ybx1
27486,ydjc,ydjc
27487,yeats2,yeats2
27488,yeats4,yeats4
27489,yes1,yes1
27490,yif1a,yif1a
27491,yif1b,yif1b
27492,yipf1,yipf1
27493,yipf2,yipf2
27494,yipf3,yipf3
27495,yipf4,yipf4
27496,yipf5,yipf5
27497,yipf6,yipf6
27498,yjefn3,yjefn3
27499,yju2,yju2
27500,ykt6,ykt6
27501,ylpm1,ylpm1
27502,yme1l1a,yme1l1a
27503,yme1l1b,yme1l1b
27504,yod1,yod1
27505,ypel1,ypel1
27506,ypel2a,ypel2a
27507,ypel2b,ypel2b
27508,ypel3,ypel3
27509,ypel5,ypel5
27510,yrk,yrk
27511,ythdc1,ythdc1
27512,YTHDC2,YTHDC2
27513,ythdf1,ythdf1
27514,ythdf2,ythdf2
27515,ythdf3,ythdf3
27516,ywhaba,ywhaba
27517,ywhabb,ywhabb
27518,ywhabl,ywhabl
27519,ywhae1,ywhae1
27520,ywhae2,ywhae2
27521,ywhag1,ywhag1
27522,ywhag2,ywhag2
27523,ywhah,ywhah
27524,ywhaqa,ywhaqa
27525,ywhaqb,ywhaqb
27526,ywhaz,ywhaz
27527,yy1a,yy1a
27528,yy1b,yy1b
27529,zanl,zanl
27530,zar1,zar1
27531,zar1l,zar1l
27532,zbbx,zbbx
27533,zbed4,zbed4
27534,zbtb1,zbtb1
27535,zbtb10,zbtb10
27536,zbtb11,zbtb11
27537,zbtb12.1,zbtb12.1
27538,zbtb12.2,zbtb12.2
27539,zbtb14,zbtb14
27540,zbtb16a,zbtb16a
27541,zbtb16b,zbtb16b
27542,zbtb17,zbtb17
27543,zbtb18,zbtb18
27544,zbtb20,zbtb20
27545,zbtb21,zbtb21
27546,zbtb22a,zbtb22a
27547,zbtb22b,zbtb22b
27548,zbtb24,zbtb24
27549,zbtb25,zbtb25
27550,ZBTB26,ZBTB26
27551,zbtb2a,zbtb2a
27552,zbtb2b,zbtb2b
27553,zbtb3,zbtb3
27554,zbtb32,zbtb32
27555,zbtb33,zbtb33
27556,zbtb34,zbtb34
27557,zbtb37,zbtb37
27558,zbtb38,zbtb38
27559,zbtb39,zbtb39
27560,zbtb4,zbtb4
27561,zbtb40,zbtb40
27562,zbtb41,zbtb41
27563,zbtb42,zbtb42
27564,zbtb43,zbtb43
27565,zbtb44,zbtb44
27566,zbtb46,zbtb46
27567,zbtb47a,zbtb47a
27568,zbtb47b,zbtb47b
27569,zbtb48,zbtb48
27570,zbtb49,zbtb49
27571,zbtb7a,zbtb7a
27572,zbtb7b,zbtb7b
27573,zbtb7c,zbtb7c
27574,zbtb8a,zbtb8a
27575,zbtb8b,zbtb8b
27576,zbtb8os,zbtb8os
27577,zc2hc1a,zc2hc1a
27578,zc2hc1c,zc2hc1c
27579,zc3h10,zc3h10
27580,zc3h11a,zc3h11a
27581,zc3h12a,zc3h12a
27582,zc3h12b,zc3h12b
27583,zc3h13,zc3h13
27584,zc3h14,zc3h14
27585,zc3h15,zc3h15
27586,zc3h18,zc3h18
27587,zc3h4,zc3h4
27588,zc3h6,zc3h6
27589,zc3h7a,zc3h7a
27590,zc3h7ba,zc3h7ba
27591,zc3h7bb,zc3h7bb
27592,zc3hc1,zc3hc1
27593,zc4h2,zc4h2
27594,zcchc10,zcchc10
27595,zcchc14,zcchc14
27596,zcchc17,zcchc17
27597,zcchc2,zcchc2
27598,zcchc24,zcchc24
27599,zcchc3,zcchc3
27600,zcchc4,zcchc4
27601,zcchc7,zcchc7
27602,zcchc8,zcchc8
27603,zcchc9,zcchc9
27604,zcrb1,zcrb1
27605,zdbf2,zdbf2
27606,zdhhc1,zdhhc1
27607,zdhhc11,zdhhc11
27608,zdhhc12a,zdhhc12a
27609,zdhhc12b,zdhhc12b
27610,zdhhc13,zdhhc13
27611,zdhhc14,zdhhc14
27612,zdhhc15a,zdhhc15a
27613,zdhhc15b,zdhhc15b
27614,zdhhc16a,zdhhc16a
27615,zdhhc16b,zdhhc16b
27616,zdhhc17,zdhhc17
27617,zdhhc18a,zdhhc18a
27618,zdhhc18b,zdhhc18b
27619,zdhhc2,zdhhc2
27620,zdhhc20a,zdhhc20a
27621,zdhhc20b,zdhhc20b
27622,zdhhc22,zdhhc22
27623,zdhhc23a,zdhhc23a
27624,zdhhc23b,zdhhc23b
27625,zdhhc24,zdhhc24
27626,zdhhc3a,zdhhc3a
27627,zdhhc3b,zdhhc3b
27628,zdhhc4,zdhhc4
27629,zdhhc5a,zdhhc5a
27630,zdhhc5b,zdhhc5b
27631,zdhhc6,zdhhc6
27632,zdhhc7,zdhhc7
27633,zdhhc8a,zdhhc8a
27634,zdhhc8b,zdhhc8b
27635,zdhhc9,zdhhc9
27636,zeb1a,zeb1a
27637,zeb1b,zeb1b
27638,zeb2a,zeb2a
27639,zeb2b,zeb2b
27640,zer1,zer1
27641,zfand1,zfand1
27642,zfand2a,zfand2a
27643,zfand3,zfand3
27644,zfand4,zfand4
27645,zfand5a,zfand5a
27646,zfand5b,zfand5b
27647,zfand6,zfand6
27648,zfat,zfat
27649,zfhx3,zfhx3
27650,zfhx4,zfhx4
27651,zfp36l1a,zfp36l1a
27652,zfp36l1b,zfp36l1b
27653,zfp36l2,zfp36l2
27654,zfp64,zfp64
27655,zfpl1,zfpl1
27656,zfpm1,zfpm1
27657,zfpm2a,zfpm2a
27658,zfpm2b,zfpm2b
27659,zfr,zfr
27660,zfr2,zfr2
27661,zfx,zfx
27662,zfyve1,zfyve1
27663,zfyve16,zfyve16
27664,zfyve19,zfyve19
27665,zfyve21,zfyve21
27666,zfyve26,zfyve26
27667,zfyve27,zfyve27
27668,zfyve28,zfyve28
27669,zfyve9a,zfyve9a
27670,zfyve9b,zfyve9b
27671,zgc:100829,zgc100829
27672,zgc:100832,zgc100832
27673,zgc:100846,zgc100846
27674,zgc:100868,zgc100868
27675,zgc:100906,zgc100906
27676,zgc:100918,zgc100918
27677,zgc:100920,zgc100920
27678,zgc:100951,zgc100951
27679,zgc:100997,zgc100997
27680,zgc:101016,zgc101016
27681,zgc:101040,zgc101040
27682,zgc:101100,zgc101100
27683,zgc:101130,zgc101130
27684,zgc:101540,zgc101540
27685,zgc:101559,zgc101559
27686,zgc:101562,zgc101562
27687,zgc:101566,zgc101566
27688,zgc:101569,zgc101569
27689,zgc:101577,zgc101577
27690,zgc:101583,zgc101583
27691,zgc:101663,zgc101663
27692,zgc:101664,zgc101664
27693,zgc:101679,zgc101679
27694,zgc:101715,zgc101715
27695,zgc:101716,zgc101716
27696,zgc:101731,zgc101731
27697,zgc:101744,zgc101744
27698,zgc:101765,zgc101765
27699,zgc:101783,zgc101783
27700,zgc:101785,zgc101785
27701,zgc:101810,zgc101810
27702,zgc:101851,zgc101851
27703,zgc:101853,zgc101853
27704,zgc:101858,zgc101858
27705,zgc:103438,zgc103438
27706,zgc:103482,zgc103482
27707,zgc:103499,zgc103499
27708,zgc:103508,zgc103508
27709,zgc:103510,zgc103510
27710,zgc:103559,zgc103559
27711,zgc:103564,zgc103564
27712,zgc:103586,zgc103586
27713,zgc:103625,zgc103625
27714,zgc:103678,zgc103678
27715,zgc:103681,zgc103681
27716,zgc:103692,zgc103692
27717,zgc:103697,zgc103697
27718,zgc:103700,zgc103700
27719,zgc:103755,zgc103755
27720,zgc:103759,zgc103759
27721,zgc:109744,zgc109744
27722,zgc:109889,zgc109889
27723,zgc:109913,zgc109913
27724,zgc:109949,zgc109949
27725,zgc:109965,zgc109965
27726,zgc:109982,zgc109982
27727,zgc:109986,zgc109986
27728,zgc:110006,zgc110006
27729,zgc:110045,zgc110045
27730,zgc:110063,zgc110063
27731,zgc:110130,zgc110130
27732,zgc:110158,zgc110158
27733,zgc:110171,zgc110171
27734,zgc:110182,zgc110182
27735,zgc:110197,zgc110197
27736,zgc:110216,zgc110216
27737,zgc:110224,zgc110224
27738,zgc:110239,zgc110239
27739,zgc:110249,zgc110249
27740,zgc:110269,zgc110269
27741,zgc:110319,zgc110319
27742,zgc:110329,zgc110329
27743,zgc:110333,zgc110333
27744,zgc:110339,zgc110339
27745,zgc:110348,zgc110348
27746,zgc:110353,zgc110353
27747,zgc:110366,zgc110366
27748,zgc:110410,zgc110410
27749,zgc:110425,zgc110425
27750,zgc:110540,zgc110540
27751,zgc:110591,zgc110591
27752,zgc:110626,zgc110626
27753,zgc:110699,zgc110699
27754,zgc:110716,zgc110716
27755,zgc:110782,zgc110782
27756,zgc:110783,zgc110783
27757,zgc:110789,zgc110789
27758,zgc:110796,zgc110796
27759,zgc:110821,zgc110821
27760,zgc:110843,zgc110843
27761,zgc:111868,zgc111868
27762,zgc:111976,zgc111976
27763,zgc:111983,zgc111983
27764,zgc:111986,zgc111986
27765,zgc:112001,zgc112001
27766,zgc:112023,zgc112023
27767,zgc:112038,zgc112038
27768,zgc:112083,zgc112083
27769,zgc:112102,zgc112102
27770,zgc:112146,zgc112146
27771,zgc:112148,zgc112148
27772,zgc:112160,zgc112160
27773,zgc:112163,zgc112163
27774,zgc:112183,zgc112183
27775,zgc:112185,zgc112185
27776,zgc:112255,zgc112255
27777,zgc:112265,zgc112265
27778,zgc:112285,zgc112285
27779,zgc:112294,zgc112294
27780,zgc:112332,zgc112332
27781,zgc:112334,zgc112334
27782,zgc:112356,zgc112356
27783,zgc:112408,zgc112408
27784,zgc:112433,zgc112433
27785,zgc:112437,zgc112437
27786,zgc:112492,zgc112492
27787,zgc:112496,zgc112496
27788,zgc:112962,zgc112962
27789,zgc:112964,zgc112964
27790,zgc:112965,zgc112965
27791,zgc:112970,zgc112970
27792,zgc:112977,zgc112977
27793,zgc:112980,zgc112980
27794,zgc:112982,zgc112982
27795,zgc:112994,zgc112994
27796,zgc:112998,zgc112998
27797,zgc:113019,zgc113019
27798,zgc:113030,zgc113030
27799,zgc:113054,zgc113054
27800,zgc:113057,zgc113057
27801,zgc:113090,zgc113090
27802,zgc:113096,zgc113096
27803,zgc:113102,zgc113102
27804,zgc:113119,zgc113119
27805,zgc:113149,zgc113149
27806,zgc:113162,zgc113162
27807,zgc:113176,zgc113176
27808,zgc:113184,zgc113184
27809,zgc:113208,zgc113208
27810,zgc:113209,zgc113209
27811,zgc:113210,zgc113210
27812,zgc:113220,zgc113220
27813,zgc:113227,zgc113227
27814,zgc:113229,zgc113229
27815,zgc:113232,zgc113232
27816,zgc:113263,zgc113263
27817,zgc:113265,zgc113265
27818,zgc:113274,zgc113274
27819,zgc:113276,zgc113276
27820,zgc:113278,zgc113278
27821,zgc:113279,zgc113279
27822,zgc:113293,zgc113293
27823,zgc:113294,zgc113294
27824,zgc:113295,zgc113295
27825,zgc:113298,zgc113298
27826,zgc:113307,zgc113307
27827,zgc:113314,zgc113314
27828,zgc:113333,zgc113333
27829,zgc:113336,zgc113336
27830,zgc:113337,zgc113337
27831,zgc:113340,zgc113340
27832,zgc:113343,zgc113343
27833,zgc:113348,zgc113348
27834,zgc:113363,zgc113363
27835,zgc:113364,zgc113364
27836,zgc:113372,zgc113372
27837,zgc:113377,zgc113377
27838,zgc:113411,zgc113411
27839,zgc:113423,zgc113423
27840,zgc:113424,zgc113424
27841,zgc:113425,zgc113425
27842,zgc:113426,zgc113426
27843,zgc:113436,zgc113436
27844,zgc:113442,zgc113442
27845,zgc:113452,zgc113452
27846,zgc:113518,zgc113518
27847,zgc:113531,zgc113531
27848,zgc:113625,zgc113625
27849,zgc:113886,zgc113886
27850,zgc:113921,zgc113921
27851,zgc:113983,zgc113983
27852,zgc:114041,zgc114041
27853,zgc:114045,zgc114045
27854,zgc:114046,zgc114046
27855,zgc:114081,zgc114081
27856,zgc:114104,zgc114104
27857,zgc:114118,zgc114118
27858,zgc:114119,zgc114119
27859,zgc:114120,zgc114120
27860,zgc:114123,zgc114123
27861,zgc:114130,zgc114130
27862,zgc:114173,zgc114173
27863,zgc:114174,zgc114174
27864,zgc:114175,zgc114175
27865,zgc:114181,zgc114181
27866,zgc:114200,zgc114200
27867,zgc:122979,zgc122979
27868,zgc:123010,zgc123010
27869,zgc:123060,zgc123060
27870,zgc:123103,zgc123103
27871,zgc:123105,zgc123105
27872,zgc:123107,zgc123107
27873,zgc:123217,zgc123217
27874,zgc:123238,zgc123238
27875,zgc:123258,zgc123258
27876,zgc:123278,zgc123278
27877,zgc:123284,zgc123284
27878,zgc:123295,zgc123295
27879,zgc:123297,zgc123297
27880,zgc:123299,zgc123299
27881,zgc:123305,zgc123305
27882,zgc:123321,zgc123321
27883,zgc:136254,zgc136254
27884,zgc:136308,zgc136308
27885,zgc:136410,zgc136410
27886,zgc:136439,zgc136439
27887,zgc:136461,zgc136461
27888,zgc:136493,zgc136493
27889,zgc:136564,zgc136564
27890,zgc:136605,zgc136605
27891,zgc:136683,zgc136683
27892,zgc:136767,zgc136767
27893,zgc:136858,zgc136858
27894,zgc:136870,zgc136870
27895,zgc:136872,zgc136872
27896,zgc:136892,zgc136892
27897,zgc:136908,zgc136908
27898,zgc:136963,zgc136963
27899,zgc:136971,zgc136971
27900,zgc:152652,zgc152652
27901,zgc:152658,zgc152658
27902,zgc:152670,zgc152670
27903,zgc:152753,zgc152753
27904,zgc:152791,zgc152791
27905,zgc:152830,zgc152830
27906,zgc:152857,zgc152857
27907,zgc:152863,zgc152863
27908,zgc:152891,zgc152891
27909,zgc:152904,zgc152904
27910,zgc:152938,zgc152938
27911,zgc:152948,zgc152948
27912,zgc:152951,zgc152951
27913,zgc:152968,zgc152968
27914,zgc:152977,zgc152977
27915,zgc:152986,zgc152986
27916,zgc:153012,zgc153012
27917,zgc:153018,zgc153018
27918,zgc:153031,zgc153031
27919,zgc:153044,zgc153044
27920,zgc:153115,zgc153115
27921,zgc:153116,zgc153116
27922,zgc:153118,zgc153118
27923,zgc:153119,zgc153119
27924,zgc:153142,zgc153142
27925,zgc:153146,zgc153146
27926,zgc:153151,zgc153151
27927,zgc:153157,zgc153157
27928,zgc:153169,zgc153169
27929,zgc:153184,zgc153184
27930,zgc:153215,zgc153215
27931,zgc:153219,zgc153219
27932,zgc:153240,zgc153240
27933,zgc:153284,zgc153284
27934,zgc:153292,zgc153292
27935,zgc:153293,zgc153293
27936,zgc:153311,zgc153311
27937,zgc:153317,zgc153317
27938,zgc:153345,zgc153345
27939,zgc:153352,zgc153352
27940,zgc:153372,zgc153372
27941,zgc:153383,zgc153383
27942,zgc:153395,zgc153395
27943,zgc:153405,zgc153405
27944,zgc:153426,zgc153426
27945,zgc:153431,zgc153431
27946,zgc:153441,zgc153441
27947,zgc:153499,zgc153499
27948,zgc:153521,zgc153521
27949,zgc:153615,zgc153615
27950,zgc:153631,zgc153631
27951,zgc:153654,zgc153654
27952,zgc:153659,zgc153659
27953,zgc:153665,zgc153665
27954,zgc:153675,zgc153675
27955,zgc:153681,zgc153681
27956,zgc:153704,zgc153704
27957,zgc:153713,zgc153713
27958,zgc:153722,zgc153722
27959,zgc:153733,zgc153733
27960,zgc:153738,zgc153738
27961,zgc:153759,zgc153759
27962,zgc:153760,zgc153760
27963,zgc:153846,zgc153846
27964,zgc:153867,zgc153867
27965,zgc:153896,zgc153896
27966,zgc:153901,zgc153901
27967,zgc:153911,zgc153911
27968,zgc:153913,zgc153913
27969,zgc:153920,zgc153920
27970,zgc:153921,zgc153921
27971,zgc:153932,zgc153932
27972,zgc:153935,zgc153935
27973,zgc:153968,zgc153968
27974,zgc:153981,zgc153981
27975,zgc:153990,zgc153990
27976,zgc:153993,zgc153993
27977,zgc:154046,zgc154046
27978,zgc:154054,zgc154054
27979,zgc:154055,zgc154055
27980,zgc:154058,zgc154058
27981,zgc:154061,zgc154061
27982,zgc:154064,zgc154064
27983,zgc:154075,zgc154075
27984,zgc:154077,zgc154077
27985,zgc:154086,zgc154086
27986,zgc:154093,zgc154093
27987,zgc:154125,zgc154125
27988,zgc:154142,zgc154142
27989,zgc:154164,zgc154164
27990,zgc:158222,zgc158222
27991,zgc:158254,zgc158254
27992,zgc:158257,zgc158257
27993,zgc:158258,zgc158258
27994,zgc:158260,zgc158260
27995,zgc:158263,zgc158263
27996,zgc:158270,zgc158270
27997,zgc:158291,zgc158291
27998,zgc:158316,zgc158316
27999,zgc:158320,zgc158320
28000,zgc:158328,zgc158328
28001,zgc:158343,zgc158343
28002,zgc:158376,zgc158376
28003,zgc:158398,zgc158398
28004,zgc:158403,zgc158403
28005,zgc:158404,zgc158404
28006,zgc:158412,zgc158412
28007,zgc:158417,zgc158417
28008,zgc:158427,zgc158427
28009,zgc:158432,zgc158432
28010,zgc:158445,zgc158445
28011,zgc:158463,zgc158463
28012,zgc:158464,zgc158464
28013,zgc:158482,zgc158482
28014,zgc:158517,zgc158517
28015,zgc:158564,zgc158564
28016,zgc:158640,zgc158640
28017,zgc:158659,zgc158659
28018,zgc:158689,zgc158689
28019,zgc:158701,zgc158701
28020,zgc:158785,zgc158785
28021,zgc:158803,zgc158803
28022,zgc:158846,zgc158846
28023,zgc:158862,zgc158862
28024,zgc:158868,zgc158868
28025,zgc:161969,zgc161969
28026,zgc:161973,zgc161973
28027,zgc:162025,zgc162025
28028,zgc:162160,zgc162160
28029,zgc:162171,zgc162171
28030,zgc:162182,zgc162182
28031,zgc:162184,zgc162184
28032,zgc:162193,zgc162193
28033,zgc:162200,zgc162200
28034,zgc:162255,zgc162255
28035,zgc:162297,zgc162297
28036,zgc:162324,zgc162324
28037,zgc:162331,zgc162331
28038,zgc:162339,zgc162339
28039,zgc:162344,zgc162344
28040,zgc:162396,zgc162396
28041,zgc:162472,zgc162472
28042,zgc:162509,zgc162509
28043,zgc:162592,zgc162592
28044,zgc:162608,zgc162608
28045,zgc:162611,zgc162611
28046,zgc:162612,zgc162612
28047,zgc:162613,zgc162613
28048,zgc:162698,zgc162698
28049,zgc:162707,zgc162707
28050,zgc:162730,zgc162730
28051,zgc:162780,zgc162780
28052,zgc:162816,zgc162816
28053,zgc:162858,zgc162858
28054,zgc:162872,zgc162872
28055,zgc:162879,zgc162879
28056,zgc:162898,zgc162898
28057,zgc:162928,zgc162928
28058,zgc:162939,zgc162939
28059,zgc:162944,zgc162944
28060,zgc:162948,zgc162948
28061,zgc:162952,zgc162952
28062,zgc:162962,zgc162962
28063,zgc:162964,zgc162964
28064,zgc:162971,zgc162971
28065,zgc:162972,zgc162972
28066,zgc:162989,zgc162989
28067,zgc:163014,zgc163014
28068,zgc:163030,zgc163030
28069,zgc:163057,zgc163057
28070,zgc:163077,zgc163077
28071,zgc:163079,zgc163079
28072,zgc:163080,zgc163080
28073,zgc:163083,zgc163083
28074,zgc:163098,zgc163098
28075,zgc:163121,zgc163121
28076,zgc:163143,zgc163143
28077,zgc:165409,zgc165409
28078,zgc:165423,zgc165423
28079,zgc:165453,zgc165453
28080,zgc:165461,zgc165461
28081,zgc:165481,zgc165481
28082,zgc:165508,zgc165508
28083,zgc:165514,zgc165514
28084,zgc:165515,zgc165515
28085,zgc:165518,zgc165518
28086,zgc:165519,zgc165519
28087,zgc:165539,zgc165539
28088,zgc:165573,zgc165573
28089,zgc:165582,zgc165582
28090,zgc:165603,zgc165603
28091,zgc:165604,zgc165604
28092,zgc:165653,zgc165653
28093,zgc:165656,zgc165656
28094,zgc:171220,zgc171220
28095,zgc:171242,zgc171242
28096,zgc:171310,zgc171310
28097,zgc:171424,zgc171424
28098,zgc:171426,zgc171426
28099,zgc:171435,zgc171435
28100,zgc:171445,zgc171445
28101,zgc:171446,zgc171446
28102,zgc:171452,zgc171452
28103,zgc:171459,zgc171459
28104,zgc:171470,zgc171470
28105,zgc:171474,zgc171474
28106,zgc:171480,zgc171480
28107,zgc:171482,zgc171482
28108,zgc:171489,zgc171489
28109,zgc:171490,zgc171490
28110,zgc:171497,zgc171497
28111,zgc:171500,zgc171500
28112,zgc:171501,zgc171501
28113,zgc:171506,zgc171506
28114,zgc:171509,zgc171509
28115,zgc:171517,zgc171517
28116,zgc:171534,zgc171534
28117,zgc:171551,zgc171551
28118,zgc:171558,zgc171558
28119,zgc:171592,zgc171592
28120,zgc:171599,zgc171599
28121,zgc:171601,zgc171601
28122,zgc:171604,zgc171604
28123,zgc:171673,zgc171673
28124,zgc:171679,zgc171679
28125,zgc:171686,zgc171686
28126,zgc:171687,zgc171687
28127,zgc:171695,zgc171695
28128,zgc:171699,zgc171699
28129,zgc:171704,zgc171704
28130,zgc:171711,zgc171711
28131,zgc:171717,zgc171717
28132,zgc:171727,zgc171727
28133,zgc:171731,zgc171731
28134,zgc:171734,zgc171734
28135,zgc:171740,zgc171740
28136,zgc:171750,zgc171750
28137,zgc:171775,zgc171775
28138,zgc:171776,zgc171776
28139,zgc:171779,zgc171779
28140,zgc:171844,zgc171844
28141,zgc:171857,zgc171857
28142,zgc:171887,zgc171887
28143,zgc:171901,zgc171901
28144,zgc:171927,zgc171927
28145,zgc:171965,zgc171965
28146,zgc:171967,zgc171967
28147,zgc:171971,zgc171971
28148,zgc:171977,zgc171977
28149,zgc:172014,zgc172014
28150,zgc:172051,zgc172051
28151,zgc:172053,zgc172053
28152,zgc:172065,zgc172065
28153,zgc:172079,zgc172079
28154,zgc:172090,zgc172090
28155,zgc:172091,zgc172091
28156,zgc:172106,zgc172106
28157,zgc:172120,zgc172120
28158,zgc:172121,zgc172121
28159,zgc:172122,zgc172122
28160,zgc:172128,zgc172128
28161,zgc:172131,zgc172131
28162,zgc:172133,zgc172133
28163,zgc:172139,zgc172139
28164,zgc:172145,zgc172145
28165,zgc:172182,zgc172182
28166,zgc:172215,zgc172215
28167,zgc:172253,zgc172253
28168,zgc:172270,zgc172270
28169,zgc:172271,zgc172271
28170,zgc:172282,zgc172282
28171,zgc:172302,zgc172302
28172,zgc:172323,zgc172323
28173,zgc:172339,zgc172339
