,orig_gene,proc_gene
17168,dre-mir-2187,dre-mir-2187
17169,ryr2b,ryr2b
17170,actn2b,actn2b
17171,p4ha1b,p4ha1b
17172,si:ch211-248a14.8,sich211248a14.8
17173,ecd,ecd
17174,gnrh3,gnrh3
17175,mgmt,mgmt
17176,ebf3b,ebf3b
17177,bnip4,bnip4
17178,smndc1,smndc1
17179,add3b,add3b
17180,BX005375.1,BX005375.1
17181,sorcs3b,sorcs3b
17182,neurl1ab,neurl1ab
17183,sh3pxd2ab,sh3pxd2ab
17184,zgc:162183,zgc162183
17185,si:ch73-288o11.4,sich73288o11.4
17186,si:ch73-288o11.5,sich73288o11.5
17187,si:ch73-306e8.2,sich73306e8.2
17188,npy4r,npy4r
17189,slc16a9a,slc16a9a
17190,ccdc6a,ccdc6a
17191,ank3a,ank3a
17192,BX927186.1,BX927186.1
17193,cdk1,cdk1
17194,tmem26a,tmem26a
17195,phyhipla,phyhipla
17196,bicc1a,bicc1a
17197,ube2d1a,ube2d1a
17198,vsx1,vsx1
17199,entpd6,entpd6
17200,pygb,pygb
17201,AL929290.1,AL929290.1
17202,abhd12,abhd12
17203,hspa12a,hspa12a
17204,eno4,eno4
17205,shtn1,shtn1
17206,atp6v1ba,atp6v1ba
17207,vax1,vax1
17208,pla2g4f.1,pla2g4f.1
17209,pla2g4f.2,pla2g4f.2
17210,chst15,chst15
17211,BX927351.1,BX927351.1
17212,gpr26,gpr26
17213,ikzf5,ikzf5
17214,hmx2,hmx2
17215,hmx3a,hmx3a
17216,si:ch211-208g24.8,sich211208g24.8
17217,cuzd1.2,cuzd1.2
17218,cuzd1.1,cuzd1.1
17219,plekha1a,plekha1a
17220,AL773596.1,AL773596.1
17221,htra1a,htra1a
17222,crip3,crip3
17223,slc22a7b.3,slc22a7b.3
17224,slc22a7b.2,slc22a7b.2
17225,slc22a7b.1,slc22a7b.1
17226,zmp:0000001102,zmp0000001102
17227,ttbk1b,ttbk1b
17228,nphp1,nphp1
17229,malb,malb
17230,mrps5,mrps5
17231,slc8a1b,slc8a1b
17232,CU104709.1,CU104709.1
17233,BX511218.1,BX511218.1
17234,edaradd,edaradd
17235,si:ch211-125o16.4,sich211125o16.4
17236,BX511245.1,BX511245.1
17237,exo1,exo1
17238,yipf4,yipf4
17239,birc6,birc6
17240,birc6-as2,birc6-as2
17241,ttc27,ttc27
17242,BX548077.1,BX548077.1
17243,dre-mir-456,dre-mir-456
17244,BX511309.1,BX511309.1
17245,ltbp1,ltbp1
17246,rasgrp3,rasgrp3
17247,fam98a,fam98a
17248,AL935174.6,AL935174.6
17249,AL935174.1,AL935174.1
17250,AL935174.3,AL935174.3
17251,AL935174.4,AL935174.4
17252,fgfbp3,fgfbp3
17253,ppp1r3ca,ppp1r3ca
17254,AL929195.9,AL929195.9
17255,AL929195.1,AL929195.1
17256,AL929195.5,AL929195.5
17257,AL929195.8,AL929195.8
17258,AL929195.3,AL929195.3
17259,AL929195.7,AL929195.7
17260,AL929195.4,AL929195.4
17261,AL929195.10,AL929195.10
17262,AL929195.6,AL929195.6
17263,AL929195.2,AL929195.2
17264,si:ch211-149k12.3,sich211149k12.3
17265,pcgf5a,pcgf5a
17266,ankrd1a,ankrd1a
17267,kif20ba,kif20ba
17268,htr7a,htr7a
17269,zgc:65997,zgc65997
17270,pank1a,pank1a
17271,dre-mir-107b,dre-mir-107b
17272,slc16a12a,slc16a12a
17273,ifit16,ifit16
17274,ifit15,ifit15
17275,ifit14,ifit14
17276,fas,fas
17277,ptena,ptena
17278,papss2a,papss2a
17279,minpp1a,minpp1a
17280,SGMS1,SGMS1
17281,kcnk18,kcnk18
17282,slc18a2,slc18a2
17283,pdzd8,pdzd8
17284,pex13,pex13
17285,si:ch211-189k9.2,sich211189k9.2
17286,xpo1b,xpo1b
17287,si:ch211-63b16.3,sich21163b16.3
17288,si:ch211-63b16.4,sich21163b16.4
17289,b3gnt2b,b3gnt2b
17290,ehbp1,ehbp1
17291,BX649529.1,BX649529.1
17292,otx1,otx1
17293,wdpcp,wdpcp
17294,mdh1ab,mdh1ab
17295,ugp2b,ugp2b
17296,peli1b,peli1b
17297,abch1,abch1
17298,aftphb,aftphb
17299,CR352220.2,CR352220.2
17300,rlf,rlf
17301,ENSDARG00000094627,ENSDARG00000094627
17302,zmpste24,zmpste24
17303,atp5if1b,atp5if1b
17304,rpl13a,rpl13a
17305,CR352220.1,CR352220.1
17306,CR626962.1,CR626962.1
17307,commd9,commd9
17308,thumpd2,thumpd2
17309,map4k3b,map4k3b
17310,arhgef33,arhgef33
17311,morn2,morn2
17312,znf593,znf593
17313,selenon,selenon
17314,si:ch211-15d5.11,sich21115d5.11
17315,si:ch211-15d5.12,sich21115d5.12
17316,CR626962.2,CR626962.2
17317,mtfr1l,mtfr1l
17318,stac,stac
17319,si:dkey-74h17.3,sidkey74h17.3
17320,CR388164.3,CR388164.3
17321,CR388164.2,CR388164.2
17322,spdya,spdya
17323,trmt61b,trmt61b
17324,wdr43,wdr43
17325,CR388164.1,CR388164.1
17326,cx34.4,cx34.4
17327,cx35.4,cx35.4
17328,hmgcl,hmgcl
17329,zbtb8a,zbtb8a
17330,gale,gale
17331,si:ch211-195o20.7,sich211195o20.7
17332,zgc:193593,zgc193593
17333,CR391986.1,CR391986.1
17334,dlgap2a,dlgap2a
17335,CT737185.1,CT737185.1
17336,cln8,cln8
17337,BX005351.1,BX005351.1
17338,arhgef10,arhgef10
17339,kbtbd11,kbtbd11
17340,ppie,ppie
17341,pabpc4,pabpc4
17342,tmem54a,tmem54a
17343,zpcx,zpcx
17344,lck,lck
17345,fam167b,fam167b
17346,zgc:154055,zgc154055
17347,tdh2,tdh2
17348,srrm1,srrm1
17349,clic4,clic4
17350,crybg1a,crybg1a
17351,FP015823.1,FP015823.1
17352,rtn4ip1,rtn4ip1
17353,qrsl1,qrsl1
17354,si:ch211-214p16.1,sich211214p16.1
17355,si:ch211-214p16.2,sich211214p16.2
17356,iars2,iars2
17357,rab3gap2,rab3gap2
17358,ppp1cb,ppp1cb
17359,si:ch211-214p16.3,sich211214p16.3
17360,kcnh1a,kcnh1a
17361,hhat,hhat
17362,AL929023.1,AL929023.1
17363,acss1,acss1
17364,wapla,wapla
17365,BX000364.4,BX000364.4
17366,BX000364.3,BX000364.3
17367,BX000364.1,BX000364.1
17368,grid1a,grid1a
17369,ccser2a,ccser2a
17370,sparcl2,sparcl2
17371,ndnfl,ndnfl
17372,fam149b1,fam149b1
17373,CT573303.2,CT573303.2
17374,mrpl57,mrpl57
17375,ttc7b,ttc7b
17376,CT573303.1,CT573303.1
17377,calm1a,calm1a
17378,nrde2,nrde2
17379,larp1b,larp1b
17380,AL928908.2,AL928908.2
17381,pgrmc2,pgrmc2
17382,asmt2,asmt2
17383,jade1,jade1
17384,AL928908.1,AL928908.1
17385,si:dkey-221l4.10,sidkey221l4.10
17386,rcan3,rcan3
17387,nipal3,nipal3
17388,grhl3,grhl3
17389,si:dkey-221l4.11,sidkey221l4.11
17390,AL928908.3,AL928908.3
17391,cnksr1,cnksr1
17392,rps6ka1,rps6ka1
17393,si:ch211-160f23.7,sich211160f23.7
17394,asap3,asap3
17395,si:ch211-160f23.5,sich211160f23.5
17396,id3,id3
17397,si:ch1073-358c10.1,sich1073358c10.1
17398,FP017274.1,FP017274.1
17399,dre-mir-124-4,dre-mir-124-4
17400,ythdf2,ythdf2
17401,vgll2b,vgll2b
17402,ctsl.1,ctsl.1
17403,pacrg,pacrg
17404,qkia,qkia
17405,ptafr,ptafr
17406,luzp1,luzp1
17407,AL844186.1,AL844186.1
17408,kdm1a,kdm1a
17409,tmem30b,tmem30b
17410,htr1d,htr1d
17411,mdga2a,mdga2a
17412,BX465838.4,BX465838.4
17413,im:7136021,im7136021
17414,mis18bp1,mis18bp1
17415,BX465838.1,BX465838.1
17416,heatr5a,heatr5a
17417,BX465838.2,BX465838.2
17418,hectd1,hectd1
17419,ap4s1,ap4s1
17420,strn3,strn3
17421,coch,coch
17422,opn6b,opn6b
17423,scfd1,scfd1
17424,g2e3,g2e3
17425,CR788235.1,CR788235.1
17426,prkd1,prkd1
17427,CR925802.1,CR925802.1
17428,foxg1a,foxg1a
17429,sptbn5,sptbn5
17430,ehd4,ehd4
17431,si:dkey-28g23.6,sidkey28g23.6
17432,traf3,traf3
17433,rcor1,rcor1
17434,AL845481.1,AL845481.1
17435,ankrd9,ankrd9
17436,tecpr2,tecpr2
17437,ptpreb,ptpreb
17438,kctd3,kctd3
17439,ush2a,ush2a
17440,AL928842.1,AL928842.1
17441,CT027582.2,CT027582.2
17442,CT027582.1,CT027582.1
17443,esrrga,esrrga
17444,CR377229.1,CR377229.1
17445,si:dkey-27l15.1,sidkey27l15.1
17446,spata17,spata17
17447,si:ch211-139l2.1,sich211139l2.1
17448,greb1,greb1
17449,lpin1,lpin1
17450,si:ch211-175f11.5,sich211175f11.5
17451,itsn2b,itsn2b
17452,CR628334.1,CR628334.1
17453,nhsl1a,nhsl1a
17454,si:dkey-190l8.2,sidkey190l8.2
17455,sh3yl1,sh3yl1
17456,alkal2b,alkal2b
17457,zgc:194392,zgc194392
17458,apoba,apoba
17459,ldah,ldah
17460,gdf7,gdf7
17461,tpp1,tpp1
17462,yy1a,yy1a
17463,degs2,degs2
17464,evla,evla
17465,eml1,eml1
17466,BX571712.1,BX571712.1
17467,BX571712.3,BX571712.3
17468,pkdccb,pkdccb
17469,BX571712.2,BX571712.2
17470,disp2,disp2
17471,rpusd2,rpusd2
17472,pcmtl,pcmtl
17473,ccdc32,ccdc32
17474,prlh2r,prlh2r
17475,bahd1,bahd1
17476,ivd,ivd
17477,itpka,itpka
17478,BX539317.1,BX539317.1
17479,ltk,ltk
17480,rpap1,rpap1
17481,si:dkey-13p1.4,sidkey13p1.4
17482,si:dkey-13p1.3,sidkey13p1.3
17483,si:dkey-170l10.1,sidkey170l10.1
17484,adprhl2,adprhl2
17485,cinp,cinp
17486,znf839,znf839
17487,vsx2,vsx2
17488,lin52,lin52
17489,pomt2,pomt2
17490,dtd2,dtd2
17491,nubpl,nubpl
17492,arhgap5,arhgap5
17493,abraxas2,abraxas2
17494,eef1akmt2,eef1akmt2
17495,INSYN2A,INSYN2A
17496,CT573453.1,CT573453.1
17497,adam12,adam12
17498,CR407546.1,CR407546.1
17499,dhx32b,dhx32b
17500,si:ch211-139d20.3,sich211139d20.3
17501,CR627496.1,CR627496.1
17502,klf11b,klf11b
17503,ywhaqb,ywhaqb
17504,grhl1,grhl1
17505,CR627496.2,CR627496.2
17506,gcfc2,gcfc2
17507,eva1a,eva1a
17508,xkr5b,xkr5b
17509,ctsba,ctsba
17510,cgref1,cgref1
17511,BX936381.1,BX936381.1
17512,kcnk2a,kcnk2a
17513,BX936381.2,BX936381.2
17514,cenpf,cenpf
17515,smyd2a,smyd2a
17516,prox1a,prox1a
17517,snx9a,snx9a
17518,AL590149.1,AL590149.1
17519,pomca,pomca
17520,efr3ba,efr3ba
17521,dnajc27,dnajc27
17522,BX323819.1,BX323819.1
17523,si:ch211-132f19.7,sich211132f19.7
17524,xdh,xdh
17525,ACBD3,ACBD3
17526,ccdc28a,ccdc28a
17527,ccdc28a-1,ccdc28a-1
17528,snap23.1,snap23.1
17529,CR628327.1,CR628327.1
17530,snap23.2,snap23.2
17531,rin3,rin3
17532,pth2,pth2
17533,tmem121aa,tmem121aa
17534,BX957235.1,BX957235.1
17535,si:dkey-84k17.2,sidkey84k17.2
17536,dnal1,dnal1
17537,dnal1-1,dnal1-1
17538,fut8a,fut8a
17539,gphna,gphna
17540,mpp5a,mpp5a
17541,eif2s1a,eif2s1a
17542,CR385035.1,CR385035.1
17543,id2a,id2a
17544,kidins220a,kidins220a
17545,mboat2a,mboat2a
17546,asap2a,asap2a
17547,itgb1bp1,itgb1bp1
17548,iah1,iah1
17549,adam17a,adam17a
17550,CR556709.1,CR556709.1
17551,rnf144aa,rnf144aa
17552,rsad2,rsad2
17553,cmpk2,cmpk2
17554,BX571665.1,BX571665.1
17555,BX255944.2,BX255944.2
17556,BX255944.1,BX255944.1
17557,sox11a,sox11a
17558,AL929378.2,AL929378.2
17559,AL929378.1,AL929378.1
17560,BX005484.1,BX005484.1
17561,si:dkey-25g12.4,sidkey25g12.4
17562,colec11,colec11
17563,htr1b,htr1b
17564,CR354585.2,CR354585.2
17565,impg1b,impg1b
17566,CR354585.1,CR354585.1
17567,BX649242.1,BX649242.1
17568,myo6b,myo6b
17569,senp6b,senp6b
17570,mapre3a,mapre3a
17571,dpysl5a,dpysl5a
17572,BX571720.2,BX571720.2
17573,dnmt3ab,dnmt3ab
17574,BX571720.1,BX571720.1
17575,dtnbb,dtnbb
17576,asxl2,asxl2
17577,kif3cb,kif3cb
17578,slc30a1b,slc30a1b
17579,hadhab,hadhab
17580,CR318625.2,CR318625.2
17581,tmem62,tmem62
17582,CR318625.1,CR318625.1
17583,ptgr2,ptgr2
17584,elmsan1b,elmsan1b
17585,CR382330.1,CR382330.1
17586,si:ch211-180n24.3,sich211180n24.3
17587,crip1,crip1
17588,CR382330.2,CR382330.2
17589,crip2,crip2
17590,AL929543.1,AL929543.1
17591,mta1,mta1
17592,tmem229b,tmem229b
17593,zfp36l1a,zfp36l1a
17594,BX248106.1,BX248106.1
17595,plekhh1,plekhh1
17596,slc25a21,slc25a21
17597,pax9,pax9
17598,nkx2.9,nkx2.9
17599,nkx2.1,nkx2.1
17600,mbip,mbip
17601,rps6ka5,rps6ka5
17602,cdan1,cdan1
17603,stard9,stard9
17604,sptb,sptb
17605,ccdc88c,ccdc88c
17606,GPR68,GPR68
17607,dglucy,dglucy
17608,slc24a4a,slc24a4a
17609,crim1,crim1
17610,BX511307.1,BX511307.1
17611,BX571670.1,BX571670.1
17612,zgc:174356,zgc174356
17613,BX469913.1,BX469913.1
17614,BX469913.2,BX469913.2
17615,BX469926.1,BX469926.1
17616,BX469926.2,BX469926.2
17617,eprs1,eprs1
17618,si:dkey-229e3.2,sidkey229e3.2
17619,gpr132a,gpr132a
17620,pimr60,pimr60
17621,dre-mir-2185-1,dre-mir-2185-1
17622,pimr61,pimr61
17623,dre-mir-2185-1-1,dre-mir-2185-1-1
17624,pimr62,pimr62
17625,dre-mir-2185-1-2,dre-mir-2185-1-2
17626,ubr1,ubr1
17627,UBR1,UBR1
17628,prph2la,prph2la
17629,BX548170.1,BX548170.1
17630,si:dkey-187k19.2,sidkey187k19.2
17631,LRFN2,LRFN2
17632,supt7l,supt7l
17633,slc4a1ap,slc4a1ap
17634,si:dkey-16j16.4,sidkey16j16.4
17635,mrpl33,mrpl33
17636,rbks,rbks
17637,babam2,babam2
17638,fosl2,fosl2
17639,mocs1,mocs1
17640,CR381689.1,CR381689.1
17641,insm1b,insm1b
17642,ralgapa2,ralgapa2
17643,BX511195.1,BX511195.1
17644,BX511195.2,BX511195.2
17645,kiz,kiz
17646,nkx2.4a,nkx2.4a
17647,nkx2.2a,nkx2.2a
17648,pax1a,pax1a
17649,CR925755.1,CR925755.1
17650,CR925755.2,CR925755.2
17651,linc.alien,linc.alien
17652,foxa2,foxa2
17653,prkd3,prkd3
17654,mocs3,mocs3
17655,qpct,qpct
17656,zgc:92137,zgc92137
17657,atg2b,atg2b
17658,gskip,gskip
17659,NPC2,NPC2
17660,npc2,npc2
17661,isca2,isca2
17662,EML5,EML5
17663,itpk1b,itpk1b
17664,plk4,plk4
17665,hspa4l,hspa4l
17666,chmp3,chmp3
17667,reep1,reep1
17668,mrpl35,mrpl35
17669,si:dkey-21a6.5,sidkey21a6.5
17670,nt5c1ab,nt5c1ab
17671,BX927349.1,BX927349.1
17672,zfyve28,zfyve28
17673,cfap99,cfap99
17674,rtkn2a,rtkn2a
17675,znf365,znf365
17676,adob,adob
17677,egr2a,egr2a
17678,FO704797.1,FO704797.1
17679,FO704777.1,FO704777.1
17680,ahsa1b,ahsa1b
17681,zgc:66313,zgc66313
17682,msh4,msh4
17683,ktn1,ktn1
17684,BX465227.2,BX465227.2
17685,BX465227.1,BX465227.1
17686,peli2,peli2
17687,BX511267.1,BX511267.1
17688,BX005128.1,BX005128.1
17689,tmem260,tmem260
17690,otx2b,otx2b
17691,CR936482.1,CR936482.1
17692,BX548045.2,BX548045.2
17693,BX548045.1,BX548045.1
17694,BX548045.3,BX548045.3
17695,exoc5,exoc5
17696,ap5m1,ap5m1
17697,naa30,naa30
17698,BX323985.1,BX323985.1
17699,slc35f4,slc35f4
17700,pgfb,pgfb
17701,cipca,cipca
17702,zdhhc22,zdhhc22
17703,tmem63c,tmem63c
17704,ngb,ngb
17705,fam161b,fam161b
17706,coq6,coq6
17707,entpd5a,entpd5a
17708,aldh6a1,aldh6a1
17709,gstz1,gstz1
17710,zgc:163014,zgc163014
17711,tmed8,tmed8
17712,noxred1,noxred1
17713,CU695222.2,CU695222.2
17714,CU695222.1,CU695222.1
17715,ttbk2a,ttbk2a
17716,ganc,ganc
17717,capn3a,capn3a
17718,znf106a,znf106a
17719,pacc1,pacc1
17720,nenf,nenf
17721,tagapa,tagapa
17722,ezra,ezra
17723,kcnk3b,kcnk3b
17724,march1,march1
17725,hhipl2,hhipl2
17726,susd4,susd4
17727,si:ch211-202f3.3,sich211202f3.3
17728,si:ch211-202f3.4,sich211202f3.4
17729,vcpkmt,vcpkmt
17730,zgc:162184,zgc162184
17731,arf6b,arf6b
17732,aspg,aspg
17733,dre-mir-203a,dre-mir-203a
17734,kif26ab,kif26ab
17735,si:dkey-206p8.1,sidkey206p8.1
17736,CABZ01084273.1,CABZ01084273.1
17737,AL953848.2,AL953848.2
17738,AL953848.1,AL953848.1
17739,pimr22,pimr22
17740,CU137681.5,CU137681.5
17741,pimr24,pimr24
17742,pimr14,pimr14
17743,CU137681.7,CU137681.7
17744,CU137681.3,CU137681.3
17745,pimr23,pimr23
17746,CU137681.6,CU137681.6
17747,CU137681.1,CU137681.1
17748,pimr27,pimr27
17749,CU137681.4,CU137681.4
17750,CU137681.2,CU137681.2
17751,pimr25,pimr25
17752,pimr26,pimr26
17753,CU137681.8,CU137681.8
17754,si:ch211-244k5.1,sich211244k5.1
17755,CABZ01056321.1,CABZ01056321.1
17756,CU915775.1,CU915775.1
17757,zgc:103755,zgc103755
17758,si:dkeyp-47f9.4,sidkeyp47f9.4
17759,alk,alk
17760,BX663528.2,BX663528.2
17761,BX663528.1,BX663528.1
17762,FP015963.1,FP015963.1
17763,FP015852.1,FP015852.1
17764,slc39a9,slc39a9
17765,CU424460.1,CU424460.1
17766,plekhd1,plekhd1
17767,smoc1,smoc1
17768,LO018422.1,LO018422.1
17769,FP236356.1,FP236356.1
17770,FP236356.2,FP236356.2
17771,kcnk5a,kcnk5a
17772,kcnk17,kcnk17
17773,kif6,kif6
17774,daam2,daam2
17775,lgals8b,lgals8b
17776,gnmt,gnmt
17777,si:ch1073-80i24.3,sich107380i24.3
17778,hs1bp3,hs1bp3
17779,CABZ01088109.1,CABZ01088109.1
17780,tiam2a,tiam2a
17781,tfb1m,tfb1m
17782,CU695076.1,CU695076.1
17783,zgc:113176,zgc113176
17784,orc3,orc3
17785,gpx2,gpx2
17786,mthfd1b,mthfd1b
17787,znf292a,znf292a
17788,cga,cga
17789,CABZ01003476.2,CABZ01003476.2
17790,CGA,CGA
17791,fcf1,fcf1
17792,AREL1,AREL1
17793,LO018408.2,LO018408.2
17794,zmp:0000001267,zmp0000001267
17795,CU929037.1,CU929037.1
17796,CU929037.3,CU929037.3
17797,CU929037.2,CU929037.2
17798,zgc:171599,zgc171599
17799,zgc:113372,zgc113372
17800,col12a1a,col12a1a
17801,cox7a2a,cox7a2a
17802,tmem30aa,tmem30aa
17803,filip1a,filip1a
17804,FO834825.1,FO834825.1
17805,FO834825.2,FO834825.2
17806,zgc:100951,zgc100951
17807,FO834825.3,FO834825.3
17808,zgc:113886,zgc113886
17809,FO704836.1,FO704836.1
17810,zgc:113886-1,zgc1138861
17811,vps39,vps39
17812,CU655820.1,CU655820.1
17813,galnt16,galnt16
17814,jdp2a,jdp2a
17815,fosaa,fosaa
17816,acyp1,acyp1
17817,zc2hc1c,zc2hc1c
17818,syncripl,syncripl
17819,si:ch73-50f9.4,sich7350f9.4
17820,otofb,otofb
17821,znf982,znf982
17822,si:ch211-235i11.5,sich211235i11.5
17823,zgc:113886-2,zgc1138862
17824,si:ch211-235i11.4,sich211235i11.4
17825,si:ch211-235i11.6,sich211235i11.6
17826,si:ch211-235i11.3,sich211235i11.3
17827,zgc:113377,zgc113377
17828,CR382385.1,CR382385.1
17829,bmp4,bmp4
17830,ddhd1a,ddhd1a
17831,fermt2,fermt2
17832,stxbp6,stxbp6
17833,GJD2,GJD2
17834,aqr,aqr
17835,paplna,paplna
17836,si:ch1073-469d17.2,sich1073469d17.2
17837,psen1,psen1
17838,adi1,adi1
17839,trappc12,trappc12
17840,eipr1,eipr1
17841,CABZ01067581.1,CABZ01067581.1
17842,pxdn,pxdn
17843,zgc:113142,zgc113142
17844,ccr6b,ccr6b
17845,atp6v1c2,atp6v1c2
17846,nol10,nol10
17847,odc1,odc1
17848,si:ch211-168d23.3,sich211168d23.3
17849,exd2,exd2
17850,numb,numb
17851,flvcr2a,flvcr2a
17852,CU633997.1,CU633997.1
17853,ERG28,ERG28
17854,ttll5,ttll5
17855,tgfb3,tgfb3
17856,esrrb,esrrb
17857,BX005229.1,BX005229.1
17858,prox2,prox2
17859,dlst,dlst
17860,rps6kl1,rps6kl1
17861,si:ch211-173a9.6,sich211173a9.6
17862,si:ch211-173a9.6-1,sich211173a9.6-1
17863,lrrc74a,lrrc74a
17864,angel1,angel1
17865,AL935141.1,AL935141.1
17866,fam98b,fam98b
17867,spred1,spred1
17868,meis2a-1,meis2a-1
17869,CABZ01078350.1,CABZ01078350.1
17870,CDIN1,CDIN1
17871,dph6,dph6
17872,VASH1,VASH1
17873,GABRR1,GABRR1
17874,atxn3,atxn3
17875,si:ch1073-416d2.3,sich1073416d2.3
17876,ddx24,ddx24
17877,si:ch1073-416d2.4,sich1073416d2.4
17878,asb2b,asb2b
17879,exd1,exd1
17880,CABZ01066926.1,CABZ01066926.1
17881,unm-sa911,unm-sa911
17882,CABZ01068208.1,CABZ01068208.1
17883,CABZ01068209.1,CABZ01068209.1
17884,zmp:0000000527,zmp0000000527
17885,CABZ01117357.1,CABZ01117357.1
17886,slc9a1b,slc9a1b
17887,fabp10b,fabp10b
17888,srsf10b,srsf10b
17889,si:zfos-1714f5.4,sizfos1714f5.4
17890,cx52.9,cx52.9
17891,mycbp,mycbp
17892,si:zfos-1714f5.3,sizfos1714f5.3
17893,CYTL1,CYTL1
17894,msx1a,msx1a
17895,stx18,stx18
17896,zbtb49,zbtb49
17897,lyar,lyar
17898,tmem107,tmem107
17899,OTOP1,OTOP1
17900,CABZ01086812.1,CABZ01086812.1
17901,stag3,stag3
17902,mcm7,mcm7
17903,dre-mir-93,dre-mir-93
17904,dre-mir-19d,dre-mir-19d
17905,dre-mir-25,dre-mir-25
17906,gpc2,gpc2
17907,CABZ01088229.1,CABZ01088229.1
17908,WDR1,WDR1
17909,nkx3-2,nkx3-2
17910,bod1l1,bod1l1
17911,aurkb,aurkb
17912,tmem107-1,tmem107-1
17913,LO018022.2,LO018022.2
17914,FAT4,FAT4
17915,ANKRD50,ANKRD50
17916,zgc:172215,zgc172215
17917,spry1,spry1
17918,CABZ01085878.1,CABZ01085878.1
17919,nudt6,nudt6
17920,fgf2,fgf2
17921,dele1,dele1
17922,LO018568.2,LO018568.2
17923,LO018568.1,LO018568.1
17924,ube2ka,ube2ka
17925,si:zfos-741a10.4,sizfos741a10.4
17926,si:zfos-741a10.3,sizfos741a10.3
17927,ints10,ints10
17928,tlr1,tlr1
17929,klb,klb
17930,trim35-27,trim35-27
17931,adra2da,adra2da
17932,slc34a1a,slc34a1a
17933,CU928046.1,CU928046.1
17934,CU928046.2,CU928046.2
17935,rgs14a,rgs14a
17936,si:ch73-208h1.2,sich73208h1.2
17937,si:ch73-208h1.1,sich73208h1.1
17938,arl3l2,arl3l2
17939,CU462913.1,CU462913.1
17940,myoz3a,myoz3a
17941,acsl1b,acsl1b
17942,arsia,arsia
17943,si:ch73-308l14.2,sich73308l14.2
17944,f8,f8
17945,FQ311908.1,FQ311908.1
17946,si:ch1073-303k11.2,sich1073303k11.2
17947,sec24b,sec24b
17948,hopx,hopx
17949,arl9,arl9
17950,srp72,srp72
17951,adad1,adad1
17952,CABZ01081490.1,CABZ01081490.1
17953,il21,il21
17954,cetn4,cetn4
17955,bbs12,bbs12
17956,tbc1d9-1,tbc1d9-1
17957,zgc:152774,zgc152774
17958,pmt,pmt
17959,CABZ01109481.1,CABZ01109481.1
17960,CABZ01109480.1,CABZ01109480.1
17961,CABZ01064248.1,CABZ01064248.1
17962,LO018564.1,LO018564.1
17963,LO018106.2,LO018106.2
17964,LO018106.1,LO018106.1
17965,hrh2a,hrh2a
17966,CABZ01029590.1,CABZ01029590.1
17967,trpc7b,trpc7b
17968,CABZ01052756.1,CABZ01052756.1
17969,pcdh2g28,pcdh2g28
17970,BX005294.2,BX005294.2
17971,BX005294.1,BX005294.1
17972,CT573264.1,CT573264.1
17973,CT573264.2,CT573264.2
17974,pcdh2ab9,pcdh2ab9
17975,si:dkey-262j3.7,sidkey262j3.7
17976,pcdh2ab12,pcdh2ab12
17977,pcdh2ab2,pcdh2ab2
17978,pcdh2ab10,pcdh2ab10
17979,pcdh2ab5,pcdh2ab5
17980,pcdh2ab3,pcdh2ab3
17981,pcdh2aa15,pcdh2aa15
17982,pcdh2ac,pcdh2ac
17983,pcdh2ab6,pcdh2ab6
17984,pcdh2ab9-1,pcdh2ab9-1
17985,pcdh2ab1,pcdh2ab1
17986,CR847851.1,CR847851.1
17987,pcdh2aa1,pcdh2aa1
17988,pcdh2ab2-1,pcdh2ab2-1
17989,pcdh2ab11,pcdh2ab11
17990,si:dkeyp-115d7.2,sidkeyp115d7.2
17991,si:ch73-379j16.2,sich73379j16.2
17992,pcdhb,pcdhb
17993,si:ch73-233f7.8,sich73233f7.8
17994,si:ch73-233f7.7,sich73233f7.7
17995,si:ch73-233f7.6,sich73233f7.6
17996,si:ch73-233f7.5,sich73233f7.5
17997,si:ch73-233f7.4,sich73233f7.4
17998,si:ch73-233f7.3,sich73233f7.3
17999,si:ch73-233f7.1,sich73233f7.1
18000,CU855896.3,CU855896.3
18001,dre-mir-733,dre-mir-733
18002,CU855896.2,CU855896.2
18003,CU855896.1,CU855896.1
18004,CU929317.1,CU929317.1
18005,fgf18a,fgf18a
18006,CU929317.2,CU929317.2
18007,fbxw11a,fbxw11a
18008,etf1a,etf1a
18009,spock1,spock1
18010,LO018409.1,LO018409.1
18011,bicc2,bicc2
18012,ndst1a,ndst1a
18013,cd74a,cd74a
18014,si:dkey-201i24.3,sidkey201i24.3
18015,slc35a4,slc35a4
18016,hmgxb3,hmgxb3
18017,si:zfos-1069f5.1,sizfos1069f5.1
18018,csf1ra,csf1ra
18019,pdgfrb,pdgfrb
18020,cdx1a,cdx1a
18021,CABZ01073834.1,CABZ01073834.1
18022,im:7150988,im7150988
18023,trpc3,trpc3
18024,gstp2,gstp2
18025,gstp1,gstp1
18026,fnta,fnta
18027,CABZ01069945.1,CABZ01069945.1
18028,FP102783.1,FP102783.1
18029,PIGG,PIGG
18030,FP102985.1,FP102985.1
18031,lrp2bp,lrp2bp
18032,snx25,snx25
18033,enpp6,enpp6
18034,irf2,irf2
18035,FP103007.1,FP103007.1
18036,casp3b,casp3b
18037,dhrs13l1,dhrs13l1
18038,BX088718.2,BX088718.2
18039,si:dkey-185e18.7,sidkey185e18.7
18040,slc25a51b,slc25a51b
18041,frmpd1b,frmpd1b
18042,gnpda2,gnpda2
18043,guf1,guf1
