orig_gene,proc_gene
ctsla,ctsla
ctslb,ctslb
ctsll,ctsll
ctso,ctso
ctss2.1,ctss2.1
ctss2.2,ctss2.2
ctsz,ctsz
cttn,cttn
cttnbp2,cttnbp2
cttnbp2nla,cttnbp2nla
cttnbp2nlb,cttnbp2nlb
ctu1,ctu1
ctu2,ctu2
cubn,cubn
cuedc1a,cuedc1a
cuedc1b,cuedc1b
cuedc2,cuedc2
cul1a,cul1a
cul1b,cul1b
cul2,cul2
cul3a,cul3a
cul3b,cul3b
cul4a,cul4a
cul4b,cul4b
cul5a,cul5a
cul5b,cul5b
cutc,cutc
cux1a,cux1a
cux1b,cux1b
cux2b,cux2b
cwc15,cwc15
cwc22,cwc22
cwc25,cwc25
cwc27,cwc27
cwf19l1,cwf19l1
cwf19l2,cwf19l2
cx23,cx23
cx30.3,cx30.3
cx32.2,cx32.2
cx35.4,cx35.4
cx43,cx43
cx43.4,cx43.4
cx44.2,cx44.2
cx52.9,cx52.9
cxadr,cxadr
cxcl11.6,cxcl11.6
cxcl12a,cxcl12a
cxcl12b,cxcl12b
cxcl14,cxcl14
cxcl18b,cxcl18b
cxcl19,cxcl19
cxcl20,cxcl20
cxcl8a,cxcl8a
cxcl8b.1,cxcl8b.1
cxcr3.2,cxcr3.2
cxcr3.3,cxcr3.3
cxcr4a,cxcr4a
cxcr4b,cxcr4b
cxxc1a,cxxc1a
cxxc1b,cxxc1b
cxxc4,cxxc4
cxxc5a,cxxc5a
cxxc5b,cxxc5b
cyb561,cyb561
cyb561a3a,cyb561a3a
cyb561d2,cyb561d2
cyb5a,cyb5a
cyb5b,cyb5b
cyb5d1,cyb5d1
cyb5r1,cyb5r1
cyb5r2,cyb5r2
cyb5r3,cyb5r3
cyb5r4,cyb5r4
cyba,cyba
cybb,cybb
cybrd1,cybrd1
cyc1,cyc1
cycsb,cycsb
cyfip1,cyfip1
cyfip2,cyfip2
cygb1,cygb1
cyhr1,cyhr1
cylda,cylda
cyp17a1,cyp17a1
cyp1a,cyp1a
cyp1b1,cyp1b1
cyp1c1,cyp1c1
cyp1d1,cyp1d1
cyp20a1,cyp20a1
cyp24a1,cyp24a1
cyp26a1,cyp26a1
cyp26b1,cyp26b1
cyp26c1,cyp26c1
cyp27a1.4,cyp27a1.4
cyp27a7,cyp27a7
cyp27c1,cyp27c1
cyp2aa1,cyp2aa1
cyp2aa2,cyp2aa2
cyp2aa3,cyp2aa3
cyp2aa4,cyp2aa4
cyp2aa7,cyp2aa7
cyp2aa8,cyp2aa8
cyp2aa9,cyp2aa9
cyp2ad3,cyp2ad3
cyp2ae1,cyp2ae1
cyp2j20,cyp2j20
cyp2k16,cyp2k16
cyp2k8,cyp2k8
cyp2p10,cyp2p10
cyp2p6,cyp2p6
cyp2p7,cyp2p7
cyp2r1,cyp2r1
cyp2v1,cyp2v1
cyp2x6,cyp2x6
cyp2x7,cyp2x7
cyp2x9,cyp2x9
cyp3c1,cyp3c1
cyp3c2,cyp3c2
cyp3c3,cyp3c3
cyp3c4,cyp3c4
cyp46a1.1,cyp46a1.1
cyp46a1.2,cyp46a1.2
cyp4t8,cyp4t8
cyp4v7,cyp4v7
cyp51,cyp51
cyr61,cyr61
cyr61l2,cyr61l2
cysltr1,cysltr1
cyt1,cyt1
cyt1l,cyt1l
cyth1b,cyth1b
cyth3a,cyth3a
cyth4a,cyth4a
cyth4b,cyth4b
cyyr1,cyyr1
d2hgdh,d2hgdh
daam1a,daam1a
daam1b,daam1b
dab1a,dab1a
dab1b,dab1b
dab2,dab2
dab2ipa,dab2ipa
dab2ipb,dab2ipb
dacha,dacha
dachb,dachb
dachc,dachc
dachd,dachd
dact2,dact2
dad1,dad1
dag1,dag1
dagla,dagla
dalrd3,dalrd3
dao.2,dao.2
dap,dap
dap1b,dap1b
dap3,dap3
dapk1,dapk1
dapk2a,dapk2a
dapp1,dapp1
dars,dars
dars2,dars2
daw1,daw1
daxx,daxx
dazap1,dazap1
dazap2,dazap2
dbf4,dbf4
dbf4b,dbf4b
dbh,dbh
dbi,dbi
dbn1,dbn1
dbnla,dbnla
dbnlb,dbnlb
dbpb,dbpb
dbr1,dbr1
dbt,dbt
dbx1a,dbx1a
dbx1b,dbx1b
dcaf11,dcaf11
dcaf12,dcaf12
dcaf13,dcaf13
dcaf15,dcaf15
dcaf17,dcaf17
dcaf5,dcaf5
dcaf6,dcaf6
dcaf7,dcaf7
dcaf8,dcaf8
dcbld1,dcbld1
dcbld2,dcbld2
dcdc2b,dcdc2b
dchs1a,dchs1a
dchs1b,dchs1b
dck,dck
dclk1a,dclk1a
dclk1b,dclk1b
dclk2a,dclk2a
dclre1a,dclre1a
dclre1b,dclre1b
dclre1c,dclre1c
dcn,dcn
dcp1a,dcp1a
dcp1b,dcp1b
dcp2,dcp2
dcps,dcps
dct,dct
dctd,dctd
dctn1a,dctn1a
dctn1b,dctn1b
dctn2,dctn2
dctn3,dctn3
dctn4,dctn4
dctn5,dctn5
dctpp1,dctpp1
dcun1d1,dcun1d1
dcun1d2a,dcun1d2a
dcun1d2b,dcun1d2b
dcun1d3,dcun1d3
dcun1d4,dcun1d4
dcun1d5,dcun1d5
dcxr,dcxr
dda1,dda1
ddah2,ddah2
ddb1,ddb1
ddb2,ddb2
ddc,ddc
ddhd1a,ddhd1a
ddhd1b,ddhd1b
ddi2,ddi2
ddias,ddias
ddit3,ddit3
ddit4,ddit4
ddost,ddost
ddr1,ddr1
ddr2a,ddr2a
ddrgk1,ddrgk1
ddt,ddt
ddx1,ddx1
ddx10,ddx10
ddx11,ddx11
ddx18,ddx18
ddx19,ddx19
ddx20,ddx20
ddx21,ddx21
ddx23,ddx23
ddx24,ddx24
ddx27,ddx27
ddx28,ddx28
ddx31,ddx31
ddx39aa,ddx39aa
ddx39ab,ddx39ab
ddx39b,ddx39b
ddx3a,ddx3a
ddx3b,ddx3b
ddx4,ddx4
ddx42,ddx42
ddx43,ddx43
ddx46,ddx46
ddx47,ddx47
ddx49,ddx49
ddx5,ddx5
ddx51,ddx51
ddx52,ddx52
ddx54,ddx54
ddx55,ddx55
ddx56,ddx56
ddx59,ddx59
ddx6,ddx6
ddx61,ddx61
deaf1,deaf1
decr1,decr1
decr2,decr2
dedd,dedd
dedd1,dedd1
def6a,def6a
def6b,def6b
def8,def8
defbl1,defbl1
degs1,degs1
degs2,degs2
dek,dek
dennd2c,dennd2c
dennd2da,dennd2da
dennd2db,dennd2db
dennd3a,dennd3a
dennd3b,dennd3b
dennd4a,dennd4a
dennd4b,dennd4b
dennd4c,dennd4c
dennd5a,dennd5a
dennd5b,dennd5b
dennd6aa,dennd6aa
dennd6b,dennd6b
denr,denr
depdc1a,depdc1a
depdc5,depdc5
depdc7,depdc7
deptor,deptor
dera,dera
derl1,derl1
derl2,derl2
desi1a,desi1a
desi1b,desi1b
desi2,desi2
desma,desma
det1,det1
dexi,dexi
dffa,dffa
dffb,dffb
dgat1b,dgat1b
dgcr2,dgcr2
dgcr6,dgcr6
dgcr8,dgcr8
dgkaa,dgkaa
dgkab,dgkab
dgkg,dgkg
dgkh,dgkh
dgkza,dgkza
dgkzb,dgkzb
dglucy,dglucy
dguok,dguok
dhcr24,dhcr24
dhcr7,dhcr7
dhdds,dhdds
dhdhl,dhdhl
dhfr,dhfr
dhodh,dhodh
dhps,dhps
dhrs1,dhrs1
dhrs11a,dhrs11a
dhrs11b,dhrs11b
dhrs12,dhrs12
dhrs13a.1,dhrs13a.1
dhrs13a.2,dhrs13a.2
dhrs13a.3,dhrs13a.3
dhrs13b,dhrs13b
dhrs13l1,dhrs13l1
dhrs3a,dhrs3a
dhrs3b,dhrs3b
dhrs4,dhrs4
dhrs7,dhrs7
dhrs7b,dhrs7b
dhrs7ca,dhrs7ca
dhrs9,dhrs9
dhrsx,dhrsx
dhtkd1,dhtkd1
dhx15,dhx15
dhx16,dhx16
dhx29,dhx29
dhx30,dhx30
dhx32a,dhx32a
dhx32b,dhx32b
dhx33,dhx33
dhx34,dhx34
dhx36,dhx36
dhx37,dhx37
dhx38,dhx38
dhx40,dhx40
dhx57,dhx57
dhx8,dhx8
dhx9,dhx9
dia1a,dia1a
dia1b,dia1b
diabloa,diabloa
diablob,diablob
diaph2,diaph2
diaph3,diaph3
dicer1,dicer1
dicp1.16,dicp1.16
dido1,dido1
diexf,diexf
dimt1l,dimt1l
dio1,dio1
dip2ba,dip2ba
dip2bb,dip2bb
dip2ca,dip2ca
diras1a,diras1a
dirc2,dirc2
dis3,dis3
dis3l,dis3l
dis3l2,dis3l2
disc1,disc1
disp1,disp1
dixdc1a,dixdc1a
dixdc1b,dixdc1b
dkc1,dkc1
dkk1a,dkk1a
dkk1b,dkk1b
dkk2,dkk2
dkk3a,dkk3a
dkk3b,dkk3b
dla,dla
dlat,dlat
dlb,dlb
dlc,dlc
dlc1,dlc1
dld,dld
dldh,dldh
dlec1,dlec1
dlg1,dlg1
dlg1l,dlg1l
dlg2,dlg2
dlg3,dlg3
dlg5a,dlg5a
dlg5b.1,dlg5b.1
dlgap3,dlgap3
dlgap4a,dlgap4a
dlgap5,dlgap5
dll4,dll4
dlst,dlst
dlx1a,dlx1a
dlx2a,dlx2a
dlx2b,dlx2b
dlx3b,dlx3b
dlx4a,dlx4a
dlx4b,dlx4b
dlx5a,dlx5a
dlx6a,dlx6a
dmap1,dmap1
dmbx1a,dmbx1a
dmd,dmd
dmrt2a,dmrt2a
dmrt3a,dmrt3a
dmrta2,dmrta2
dmtf1,dmtf1
dmxl2,dmxl2
dna2,dna2
dnaaf1,dnaaf1
dnaaf2,dnaaf2
dnaaf3,dnaaf3
dnaaf4,dnaaf4
dnah1,dnah1
dnah12,dnah12
dnah2,dnah2
dnah3,dnah3
dnah5,dnah5
dnah5l,dnah5l
dnah6,dnah6
dnah7,dnah7
dnah9l,dnah9l
dnai1.1,dnai1.1
dnaja1,dnaja1
dnaja2,dnaja2
dnaja2l,dnaja2l
dnaja3a,dnaja3a
dnaja3b,dnaja3b
dnajb11,dnajb11
dnajb12a,dnajb12a
dnajb12b,dnajb12b
dnajb13,dnajb13
dnajb14,dnajb14
dnajb1a,dnajb1a
dnajb1b,dnajb1b
dnajb2,dnajb2
dnajb4,dnajb4
dnajb6a,dnajb6a
dnajb6b,dnajb6b
dnajb9b,dnajb9b
dnajc1,dnajc1
dnajc10,dnajc10
dnajc11a,dnajc11a
dnajc11b,dnajc11b
dnajc12,dnajc12
dnajc14,dnajc14
dnajc15,dnajc15
dnajc16l,dnajc16l
dnajc17,dnajc17
dnajc18,dnajc18
dnajc19,dnajc19
dnajc2,dnajc2
dnajc21,dnajc21
dnajc24,dnajc24
dnajc27,dnajc27
dnajc28,dnajc28
dnajc30b,dnajc30b
dnajc3a,dnajc3a
dnajc3b,dnajc3b
dnajc4,dnajc4
dnajc5aa,dnajc5aa
dnajc5ab,dnajc5ab
dnajc5ga,dnajc5ga
dnajc5gb,dnajc5gb
dnajc6,dnajc6
dnajc7,dnajc7
dnajc8,dnajc8
dnajc9,dnajc9
dnal4a,dnal4a
dnal4b,dnal4b
dnali1,dnali1
dnase1l1,dnase1l1
dnase1l1l,dnase1l1l
dnase1l4.1,dnase1l4.1
dnase1l4.2,dnase1l4.2
dnase2,dnase2
dnlz,dnlz
dnm1a,dnm1a
dnm1l,dnm1l
dnm2a,dnm2a
dnm2b,dnm2b
dnm3a,dnm3a
dnmbp,dnmbp
dnmt1,dnmt1
dnmt3aa,dnmt3aa
dnmt3ab,dnmt3ab
dnmt3ba,dnmt3ba
dnmt3bb.1,dnmt3bb.1
dnmt3bb.2,dnmt3bb.2
dnmt3bb.3,dnmt3bb.3
dnpep,dnpep
dnph1,dnph1
dnttip2,dnttip2
doc2d,doc2d
dock1,dock1
dock10,dock10
dock11,dock11
dock4b,dock4b
dock6,dock6
dock7,dock7
dock8,dock8
dock9b,dock9b
dohh,dohh
dok1a,dok1a
dok1b,dok1b
dok2,dok2
dok4,dok4
dok6,dok6
dolk,dolk
dolpp1,dolpp1
dopey1,dopey1
dopey2,dopey2
dot1l,dot1l
dpcd,dpcd
dpf1,dpf1
dpf2,dpf2
dpf2l,dpf2l
dph1,dph1
dph2,dph2
dph3,dph3
dph5,dph5
dph6,dph6
dph7,dph7
dpm1,dpm1
dpm2,dpm2
dpm3,dpm3
dpp3,dpp3
dpp6b,dpp6b
dpp7,dpp7
dpp9,dpp9
dpy19l3,dpy19l3
dpy30,dpy30
dpyda.3,dpyda.3
dpydb,dpydb
dpys,dpys
dpysl2b,dpysl2b
dpysl3,dpysl3
dpysl4,dpysl4
dpysl5a,dpysl5a
dpysl5b,dpysl5b
dr1,dr1
dram1,dram1
dram2b,dram2b
drap1,drap1
draxin,draxin
drc1,drc1
drc3,drc3
drd4-rs,drd4-rs
dre-let-7g-1,dre-let-7g-1
dre-let-7i,dre-let-7i
dre-mir-124-3,dre-mir-124-3
dre-mir-130b,dre-mir-130b
dre-mir-135b,dre-mir-135b
dre-mir-142a,dre-mir-142a
dre-mir-153b,dre-mir-153b
dre-mir-16b,dre-mir-16b
dre-mir-199-2,dre-mir-199-2
dre-mir-199-3,dre-mir-199-3
dre-mir-203b,dre-mir-203b
dre-mir-219-1,dre-mir-219-1
dre-mir-219-3,dre-mir-219-3
dre-mir-26a-2,dre-mir-26a-2
dre-mir-457a,dre-mir-457a
dre-mir-457b,dre-mir-457b
dre-mir-92a-1,dre-mir-92a-1
dre-mir-92a-2,dre-mir-92a-2
drg1,drg1
drg2,drg2
drgx,drgx
drl,drl
drp2,drp2
dsc2l,dsc2l
dscamb,dscamb
dscc1,dscc1
dse,dse
dsn1,dsn1
dspa,dspa
dstyk,dstyk
dtd1,dtd1
dtd2,dtd2
dtl,dtl
dtnba,dtnba
dtnbp1a,dtnbp1a
dtnbp1b,dtnbp1b
dtwd1,dtwd1
dtwd2,dtwd2
dtx2,dtx2
dtymk,dtymk
dub,dub
duox,duox
duox2,duox2
dus1l,dus1l
dus2,dus2
dus3l,dus3l
dus4l,dus4l
dusp1,dusp1
dusp11,dusp11
dusp12,dusp12
dusp14,dusp14
dusp16,dusp16
dusp19b,dusp19b
dusp2,dusp2
dusp22a,dusp22a
dusp22b,dusp22b
dusp23a,dusp23a
dusp23b,dusp23b
dusp27,dusp27
dusp4,dusp4
dusp5,dusp5
dusp6,dusp6
dusp7,dusp7
dusp8a,dusp8a
dvl2,dvl2
dvl3a,dvl3a
dydc2,dydc2
dym,dym
dync1h1,dync1h1
dync1i1,dync1i1
dync1i2a,dync1i2a
dync1li1,dync1li1
dync1li2,dync1li2
dync2li1,dync2li1
dynll1,dynll1
dynll2a,dynll2a
dynll2b,dynll2b
dynlrb1,dynlrb1
dynlt1,dynlt1
dynlt3,dynlt3
dyrk1aa,dyrk1aa
dyrk1ab,dyrk1ab
dyrk1b,dyrk1b
dyrk2,dyrk2
dysf,dysf
dzank1,dzank1
dzip1,dzip1
dzip1l,dzip1l
e2f3,e2f3
e2f4,e2f4
e2f5,e2f5
e2f7,e2f7
e2f8,e2f8
e4f1,e4f1
eaf1,eaf1
eaf2,eaf2
eapp,eapp
ebag9,ebag9
ebf1b,ebf1b
ebf2,ebf2
ebf3b,ebf3b
ebna1bp2,ebna1bp2
ebp,ebp
ebpl,ebpl
ecd,ecd
ece1,ece1
ece2a,ece2a
ech1,ech1
echdc2,echdc2
echs1,echs1
eci1,eci1
eci2,eci2
ecm1b,ecm1b
ecm2,ecm2
ecrg4a,ecrg4a
ecrg4b,ecrg4b
ecscr,ecscr
ecsit,ecsit
ect2,ect2
eda,eda
edar,edar
edc3,edc3
edc4,edc4
edem1,edem1
edem2,edem2
edem3,edem3
edf1,edf1
edil3a,edil3a
edn1,edn1
edn2,edn2
ednraa,ednraa
ednrab,ednrab
edrf1,edrf1
eea1,eea1
eed,eed
eef1a1a,eef1a1a
eef1a1b,eef1a1b
eef1a1l1,eef1a1l1
eef1a2,eef1a2
eef1akmt1,eef1akmt1
eef1akmt2,eef1akmt2
eef1b2,eef1b2
eef1da,eef1da
eef1db,eef1db
eef1e1,eef1e1
eef1g,eef1g
eef2a.1,eef2a.1
eef2b,eef2b
eef2k,eef2k
eef2kmt,eef2kmt
eef2l2,eef2l2
eefsec,eefsec
eepd1,eepd1
efcab1,efcab1
efcab11,efcab11
efcab2,efcab2
efcab7,efcab7
efcc1,efcc1
efemp2a,efemp2a
efemp2b,efemp2b
efhc1,efhc1
efhc2,efhc2
efhd1,efhd1
efhd2,efhd2
efl1,efl1
efna1a,efna1a
efna1b,efna1b
efna2a,efna2a
efna2b,efna2b
efna3b,efna3b
efna5a,efna5a
efna5b,efna5b
efnb1,efnb1
efnb2a,efnb2a
efnb2b,efnb2b
efnb3a,efnb3a
efnb3b,efnb3b
efr3a,efr3a
efr3bb,efr3bb
efs,efs
eftud2,eftud2
egf,egf
egfl6,egfl6
egfl7,egfl7
egfra,egfra
egln1b,egln1b
egln2,egln2
egln3,egln3
egr1,egr1
egr2a,egr2a
egr2b,egr2b
egr3,egr3
egr4,egr4
ehbp1,ehbp1
ehbp1l1a,ehbp1l1a
ehbp1l1b,ehbp1l1b
ehd1a,ehd1a
ehd1b,ehd1b
ehd2b,ehd2b
ehd3,ehd3
ehd4,ehd4
ehhadh,ehhadh
ehmt1a,ehmt1a
ehmt1b,ehmt1b
ehmt2,ehmt2
ei24,ei24
eif1ad,eif1ad
eif1axa,eif1axa
eif1axb,eif1axb
eif2a,eif2a
eif2ak1,eif2ak1
eif2ak3,eif2ak3
eif2b1,eif2b1
eif2b2,eif2b2
eif2b3,eif2b3
eif2b4,eif2b4
eif2b5,eif2b5
eif2d,eif2d
eif2s1a,eif2s1a
eif2s1b,eif2s1b
eif2s2,eif2s2
eif2s3,eif2s3
eif3ba,eif3ba
eif3c,eif3c
eif3d,eif3d
eif3ea,eif3ea
eif3eb,eif3eb
eif3f,eif3f
eif3g,eif3g
eif3ha,eif3ha
eif3hb,eif3hb
eif3i,eif3i
eif3ja,eif3ja
eif3jb,eif3jb
eif3k,eif3k
eif3m,eif3m
eif3s10,eif3s10
eif3s6ip,eif3s6ip
eif4a1a,eif4a1a
eif4a1b,eif4a1b
eif4a2,eif4a2
eif4a3,eif4a3
eif4ba,eif4ba
eif4bb,eif4bb
eif4e1c,eif4e1c
eif4e2,eif4e2
eif4e2rs1,eif4e2rs1
eif4e3,eif4e3
eif4ea,eif4ea
eif4eb,eif4eb
eif4ebp1,eif4ebp1
eif4ebp2,eif4ebp2
eif4ebp3,eif4ebp3
eif4ebp3l,eif4ebp3l
eif4enif1,eif4enif1
eif4g1a,eif4g1a
eif4g2a,eif4g2a
eif4g2b,eif4g2b
eif4g3a,eif4g3a
eif4g3b,eif4g3b
eif4h,eif4h
eif5,eif5
eif5a,eif5a
eif5a2,eif5a2
eif5b,eif5b
eif6,eif6
eipr1,eipr1
ek1,ek1
elac1,elac1
elac2,elac2
elavl1a,elavl1a
elavl1b,elavl1b
elavl2,elavl2
elavl3,elavl3
elavl4,elavl4
elf1,elf1
elf2a,elf2a
elf2b,elf2b
elf3,elf3
elk1,elk1
elk3,elk3
elk4,elk4
ell,ell
ell2,ell2
elmo1,elmo1
elmo2,elmo2
elmo3,elmo3
elmod2,elmod2
elmod3,elmod3
elmsan1b,elmsan1b
elnb,elnb
eloa,eloa
elob,elob
eloca,eloca
elocb,elocb
elof1,elof1
elovl1a,elovl1a
elovl1b,elovl1b
elovl2,elovl2
elovl4a,elovl4a
elovl4b,elovl4b
elovl5,elovl5
elovl6,elovl6
elovl6l,elovl6l
elovl7a,elovl7a
elovl7b,elovl7b
elovl8b,elovl8b
elp1,elp1
elp2,elp2
elp3,elp3
elp4,elp4
elp5,elp5
elp6,elp6
emc1,emc1
emc10,emc10
emc2,emc2
emc3,emc3
emc4,emc4
emc6,emc6
emc7,emc7
emc8,emc8
emc9,emc9
emd,emd
eme1,eme1
emg1,emg1
emid1,emid1
emilin1a,emilin1a
emilin1b,emilin1b
emilin2b,emilin2b
emilin3a,emilin3a
eml1,eml1
eml2,eml2
eml3,eml3
emp2,emp2
emp3b,emp3b
emsy,emsy
emx1,emx1
emx2,emx2
emx3,emx3
en1a,en1a
en1b,en1b
en2a,en2a
en2b,en2b
enah,enah
enc1,enc1
enc2,enc2
enc3,enc3
endog,endog
endou2,endou2
endouc,endouc
engase,engase
enkur,enkur
eno1a,eno1a
eno1b,eno1b
eno2,eno2
eno3,eno3
eno4,eno4
enoph1,enoph1
enosf1,enosf1
enox2,enox2
enpep,enpep
enpp1,enpp1
enpp2,enpp2
enpp4,enpp4
enpp5,enpp5
enpp6,enpp6
entpd1,entpd1
entpd2a.1,entpd2a.1
entpd4,entpd4
entpd5b,entpd5b
entpd6,entpd6
eny2,eny2
eomesa,eomesa
ep300a,ep300a
ep300b,ep300b
ep400,ep400
epas1a,epas1a
epas1b,epas1b
epb41a,epb41a
epb41b,epb41b
epb41l3a,epb41l3a
epb41l3b,epb41l3b
epb41l4a,epb41l4a
epb41l5,epb41l5
epc1a,epc1a
epc1b,epc1b
epc2,epc2
epcam,epcam
epdl1,epdl1
epdr1,epdr1
epg5,epg5
epgn,epgn
epha2a,epha2a
epha2b,epha2b
epha3,epha3
epha4a,epha4a
epha4b,epha4b
epha4l,epha4l
epha6,epha6
epha7,epha7
ephb1,ephb1
ephb2a,ephb2a
ephb2b,ephb2b
ephb3a,ephb3a
ephb4a,ephb4a
ephb4b,ephb4b
ephb6,ephb6
ephx1,ephx1
ephx2,ephx2
ephx5,ephx5
epn1,epn1
epn2,epn2
epn3a,epn3a
epoa,epoa
eppk1,eppk1
eprs,eprs
eps15,eps15
eps15l1a,eps15l1a
eps8,eps8
eps8l1,eps8l1
eps8l2,eps8l2
eps8l3a,eps8l3a
epyc,epyc
eral1,eral1
erap1a,erap1a
erbb2,erbb2
erbb3b,erbb3b
erbin,erbin
erc2,erc2
ercc1,ercc1
ercc2,ercc2
ercc3,ercc3
ercc4,ercc4
ercc5,ercc5
ercc6,ercc6
ercc6l,ercc6l
ercc6l2,ercc6l2
ercc8,ercc8
erf,erf
erfl1,erfl1
erfl3,erfl3
ergic1,ergic1
ergic2,ergic2
ergic3,ergic3
erh,erh
eri1,eri1
eri2,eri2
erich2,erich2
erich3,erich3
erlec1,erlec1
erlin1,erlin1
erlin2,erlin2
ern1,ern1
ero1a,ero1a
ero1b,ero1b
erp44,erp44
errfi1a,errfi1a
esama,esama
esco1,esco1
esco2,esco2
esd,esd
esf1,esf1
esm1,esm1
espl1,espl1
espn,espn
esr1,esr1
esrp1,esrp1
esrp2,esrp2
esrrb,esrrb
ess2,ess2
esyt2a,esyt2a
esyt2b,esyt2b
etaa1,etaa1
etf1a,etf1a
etf1b,etf1b
etfa,etfa
etfb,etfb
etfbkmt,etfbkmt
etfdh,etfdh
ethe1,ethe1
etnk1,etnk1
ets2,ets2
etv1,etv1
etv2,etv2
etv4,etv4
etv5a,etv5a
etv5b,etv5b
eva1a,eva1a
eva1ba,eva1ba
eve1,eve1
evi5a,evi5a
evi5b,evi5b
evla,evla
evpla,evpla
evplb,evplb
evx2,evx2
ewsr1a,ewsr1a
ewsr1b,ewsr1b
exd1,exd1
exd2,exd2
exd3,exd3
exo1,exo1
exo5,exo5
exoc1,exoc1
exoc2,exoc2
exoc3,exoc3
exoc3l1,exoc3l1
exoc3l2a,exoc3l2a
exoc3l4,exoc3l4
exoc4,exoc4
exoc5,exoc5
exoc6,exoc6
exoc6b,exoc6b
exoc7,exoc7
exoc8,exoc8
exosc1,exosc1
exosc10,exosc10
exosc2,exosc2
exosc4,exosc4
exosc5,exosc5
exosc6,exosc6
exosc7,exosc7
exosc8,exosc8
exosc9,exosc9
ext1a,ext1a
ext1b,ext1b
ext2,ext2
extl2,extl2
extl3,extl3
eya1,eya1
eya2,eya2
eya3,eya3
eya4,eya4
ezh1,ezh1
ezh2,ezh2
ezra,ezra
f10,f10
f11r.1,f11r.1
f11r.2,f11r.2
f13a1b,f13a1b
f2,f2
f2rl1.1,f2rl1.1
f2rl1.2,f2rl1.2
f3b,f3b
f5,f5
f8,f8
fa2h,fa2h
faah,faah
faah2a,faah2a
faap24,faap24
fabp10b,fabp10b
fabp11a,fabp11a
fabp1b.1,fabp1b.1
fabp2,fabp2
fabp3,fabp3
fabp6,fabp6
fabp7a,fabp7a
fabp7b,fabp7b
fadd,fadd
fads2,fads2
faf1,faf1
faf2,faf2
fahd1,fahd1
fahd2a,fahd2a
faim2a,faim2a
faima,faima
fam102ab,fam102ab
fam107b,fam107b
fam110b,fam110b
fam110c,fam110c
fam114a1,fam114a1
fam114a2,fam114a2
fam117aa,fam117aa
fam117ab,fam117ab
fam117ba,fam117ba
fam118b,fam118b
fam120a,fam120a
fam120b,fam120b
fam120c,fam120c
fam122b,fam122b
fam126a,fam126a
fam129aa,fam129aa
fam129ab,fam129ab
fam129ba,fam129ba
fam129bb,fam129bb
fam131a,fam131a
fam131ba,fam131ba
fam131bb,fam131bb
fam131c,fam131c
fam133b,fam133b
fam135a,fam135a
fam136a,fam136a
fam13a,fam13a
fam13b,fam13b
fam149a,fam149a
fam149b1,fam149b1
fam151b,fam151b
fam155a,fam155a
fam155b,fam155b
fam160a1a,fam160a1a
fam160a2,fam160a2
fam160b1,fam160b1
fam160b2,fam160b2
fam161a,fam161a
fam161b,fam161b
fam162a,fam162a
fam167ab,fam167ab
fam167b,fam167b
fam168a,fam168a
fam168b,fam168b
fam169aa,fam169aa
fam171a2a,fam171a2a
fam172a,fam172a
fam173a,fam173a
fam173b,fam173b
fam174b,fam174b
fam177a1,fam177a1
fam183a,fam183a
fam184a,fam184a
fam184b,fam184b
fam185a,fam185a
fam189a1,fam189a1
fam189a2,fam189a2
fam192a,fam192a
fam193a,fam193a
fam193b,fam193b
fam198a,fam198a
fam198b,fam198b
fam199x,fam199x
fam19a1a,fam19a1a
fam19a5b,fam19a5b
fam204a,fam204a
fam206a,fam206a
fam207a,fam207a
fam208aa,fam208aa
fam208ab,fam208ab
fam208b,fam208b
fam20b,fam20b
fam20ca,fam20ca
fam210aa,fam210aa
fam210ab,fam210ab
fam210b,fam210b
fam212aa,fam212aa
fam212ab,fam212ab
fam212b,fam212b
fam213b,fam213b
fam214a,fam214a
fam214b,fam214b
fam219aa,fam219aa
fam219b,fam219b
fam222ba,fam222ba
fam222bb,fam222bb
fam228a,fam228a
fam234a,fam234a
fam234b,fam234b
fam32a,fam32a
fam3a,fam3a
fam3c,fam3c
fam43a,fam43a
fam45a,fam45a
fam46ab,fam46ab
fam46ba,fam46ba
fam46bb,fam46bb
fam46c,fam46c
fam49a,fam49a
fam49al,fam49al
fam49ba,fam49ba
fam49bb,fam49bb
fam50a,fam50a
fam53b,fam53b
fam57a,fam57a
fam57ba,fam57ba
fam69aa,fam69aa
fam69ab,fam69ab
fam69c,fam69c
fam76b,fam76b
fam78ba,fam78ba
fam83b,fam83b
fam83d,fam83d
fam83e,fam83e
fam83fa,fam83fa
fam83fb,fam83fb
fam83ha,fam83ha
fam83hb,fam83hb
fam84a,fam84a
fam84b,fam84b
fam89a,fam89a
fam8a1b,fam8a1b
fam91a1,fam91a1
fam92a1,fam92a1
fam96a,fam96a
fam96b,fam96b
fam98a,fam98a
fam98b,fam98b
fan1,fan1
fanca,fanca
fancb,fancb
fancc,fancc
fancd2,fancd2
fance,fance
fancf,fancf
fancg,fancg
fanci,fanci
fancl,fancl
fancm,fancm
fap,fap
far1,far1
farp1,farp1
farp2,farp2
fars2,fars2
farsa,farsa
farsb,farsb
fasn,fasn
fastk,fastk
fastkd1,fastkd1
fastkd2,fastkd2
fastkd3,fastkd3
fat1a,fat1a
fat1b,fat1b
fat2,fat2
fat3a,fat3a
faua,faua
faub,faub
faxdc2,faxdc2
fbl,fbl
