orig_gene,proc_gene
ABCF3,ABCF3
ACSF3,ACSF3
ACTC1,ACTC1
ADAM12,ADAM12
ADAMTSL4,ADAMTSL4
ADGRL3,ADGRL3
AGBL1,AGBL1
AKAP13,AKAP13
AL590149.1,AL590149.1
AL590150.2,AL590150.2
AL627305.3,AL627305.3
AL645792.2,AL645792.2
AL772300.1,AL772300.1
AL772382.1,AL772382.1
AL773558.1,AL773558.1
AL808129.1,AL808129.1
AL808129.2,AL808129.2
AL840638.1,AL840638.1
AL840638.2,AL840638.2
AL844186.1,AL844186.1
AL845320.1,AL845320.1
AL845324.1,AL845324.1
AL845362.1,AL845362.1
AL845550.1,AL845550.1
AL928685.2,AL928685.2
AL928685.4,AL928685.4
AL928824.1,AL928824.1
AL928901.1,AL928901.1
AL928908.2,AL928908.2
AL929017.1,AL929017.1
AL929017.2,AL929017.2
AL929028.1,AL929028.1
AL929057.1,AL929057.1
AL929222.2,AL929222.2
AL929243.1,AL929243.1
AL929334.1,AL929334.1
AL929435.1,AL929435.1
AL929576.1,AL929576.1
AL935126.1,AL935126.1
AL935153.1,AL935153.1
AL935166.1,AL935166.1
AL935174.4,AL935174.4
AL935186.10,AL935186.10
AL935186.9,AL935186.9
AL935210.1,AL935210.1
AL953865.1,AL953865.1
AL954134.2,AL954134.2
AL954322.2,AL954322.2
AL954359.2,AL954359.2
AL954696.1,AL954696.1
AL954741.4,AL954741.4
AL954861.2,AL954861.2
ANKRD50,ANKRD50
ANPEP,ANPEP
AP3B1,AP3B1
AREL1,AREL1
ARFGAP1,ARFGAP1
ARHGEF17,ARHGEF17
ASS1,ASS1
ASTE1,ASTE1
ATG14,ATG14
ATG2A,ATG2A
ATP11B,ATP11B
ATP5MD,ATP5MD
ATP8A1,ATP8A1
ATP9A,ATP9A
AXL,AXL
BX000524.1,BX000524.1
BX000701.1,BX000701.1
BX000703.1,BX000703.1
BX001014.2,BX001014.2
BX001023.2,BX001023.2
BX001026.1,BX001026.1
BX001030.1,BX001030.1
BX004823.1,BX004823.1
BX004991.1,BX004991.1
BX004999.1,BX004999.1
BX005003.1,BX005003.1
BX005022.1,BX005022.1
BX005065.1,BX005065.1
BX005082.1,BX005082.1
BX005085.1,BX005085.1
BX005085.4,BX005085.4
BX005085.5,BX005085.5
BX005085.6,BX005085.6
BX005085.7,BX005085.7
BX005129.1,BX005129.1
BX005228.1,BX005228.1
BX005234.1,BX005234.1
BX005245.1,BX005245.1
BX005254.1,BX005254.1
BX005254.3,BX005254.3
BX005254.4,BX005254.4
BX005286.1,BX005286.1
BX005309.1,BX005309.1
BX005340.1,BX005340.1
BX005367.2,BX005367.2
BX005380.2,BX005380.2
BX005392.3,BX005392.3
BX005396.3,BX005396.3
BX005421.3,BX005421.3
BX005450.1,BX005450.1
BX005454.1,BX005454.1
BX005461.3,BX005461.3
BX072576.2,BX072576.2
BX072577.1,BX072577.1
BX085193.2,BX085193.2
BX088538.1,BX088538.1
BX088544.1,BX088544.1
BX088596.1,BX088596.1
BX088688.1,BX088688.1
BX088707.1,BX088707.1
BX088713.1,BX088713.1
BX088718.1,BX088718.1
BX119963.2,BX119963.2
BX120005.1,BX120005.1
BX248108.1,BX248108.1
BX248128.1,BX248128.1
BX248318.1,BX248318.1
BX248324.1,BX248324.1
BX248395.1,BX248395.1
BX248418.2,BX248418.2
BX248497.1,BX248497.1
BX248501.1,BX248501.1
BX248510.1,BX248510.1
BX248511.1,BX248511.1
BX248515.1,BX248515.1
BX248521.2,BX248521.2
BX255967.1,BX255967.1
BX276101.1,BX276101.1
BX284635.1,BX284635.1
BX284638.1,BX284638.1
BX284666.1,BX284666.1
BX293993.1,BX293993.1
BX294178.1,BX294178.1
BX294178.2,BX294178.2
BX294189.1,BX294189.1
BX294379.1,BX294379.1
BX294434.1,BX294434.1
BX296551.1,BX296551.1
BX322530.1,BX322530.1
BX322603.1,BX322603.1
BX322618.1,BX322618.1
BX322622.1,BX322622.1
BX322657.2,BX322657.2
BX322657.3,BX322657.3
BX322661.2,BX322661.2
BX322665.1,BX322665.1
BX323031.2,BX323031.2
BX323065.1,BX323065.1
BX323067.1,BX323067.1
BX323074.2,BX323074.2
BX323080.1,BX323080.1
BX323453.1,BX323453.1
BX323557.1,BX323557.1
BX323564.1,BX323564.1
BX323575.1,BX323575.1
BX323590.1,BX323590.1
BX323590.2,BX323590.2
BX323793.1,BX323793.1
BX323819.1,BX323819.1
BX323824.1,BX323824.1
BX323884.1,BX323884.1
BX324132.2,BX324132.2
BX324142.1,BX324142.1
BX324164.3,BX324164.3
BX324164.4,BX324164.4
BX324216.3,BX324216.3
BX465206.1,BX465206.1
BX465227.1,BX465227.1
BX465228.2,BX465228.2
BX465834.1,BX465834.1
BX465836.1,BX465836.1
BX465844.1,BX465844.1
BX469885.1,BX469885.1
BX469902.1,BX469902.1
BX469925.1,BX469925.1
BX469930.1,BX469930.1
BX470176.1,BX470176.1
BX470182.1,BX470182.1
BX470189.1,BX470189.1
BX470211.1,BX470211.1
BX470238.1,BX470238.1
BX470240.1,BX470240.1
BX470259.1,BX470259.1
BX470259.4,BX470259.4
BX470259.5,BX470259.5
BX470264.1,BX470264.1
BX510319.1,BX510319.1
BX510649.1,BX510649.1
BX510909.2,BX510909.2
BX510922.1,BX510922.1
BX510923.1,BX510923.1
BX510934.1,BX510934.1
BX510940.1,BX510940.1
BX510989.1,BX510989.1
BX510992.2,BX510992.2
BX511021.2,BX511021.2
BX511034.1,BX511034.1
BX511034.3,BX511034.3
BX511034.5,BX511034.5
BX511034.7,BX511034.7
BX511061.1,BX511061.1
BX511089.2,BX511089.2
BX511128.1,BX511128.1
BX511128.2,BX511128.2
BX511129.1,BX511129.1
BX511129.3,BX511129.3
BX511136.1,BX511136.1
BX511142.1,BX511142.1
BX511161.1,BX511161.1
BX511166.1,BX511166.1
BX511227.1,BX511227.1
BX511246.1,BX511246.1
BX511310.1,BX511310.1
BX530017.2,BX530017.2
BX530018.2,BX530018.2
BX530032.1,BX530032.1
BX530077.1,BX530077.1
BX530097.1,BX530097.1
BX530721.1,BX530721.1
BX537110.1,BX537110.1
BX537120.3,BX537120.3
BX537137.3,BX537137.3
BX537166.1,BX537166.1
BX537308.1,BX537308.1
BX537342.1,BX537342.1
BX547934.2,BX547934.2
BX548000.1,BX548000.1
BX548024.1,BX548024.1
BX548044.7,BX548044.7
BX548046.2,BX548046.2
BX548062.1,BX548062.1
BX548073.3,BX548073.3
BX548075.3,BX548075.3
BX548077.1,BX548077.1
BX548157.1,BX548157.1
BX569787.1,BX569787.1
BX569789.1,BX569789.1
BX569793.1,BX569793.1
BX569796.1,BX569796.1
BX569801.1,BX569801.1
BX571680.1,BX571680.1
BX571705.2,BX571705.2
BX571712.3,BX571712.3
BX571715.1,BX571715.1
BX571780.1,BX571780.1
BX571811.1,BX571811.1
BX571811.2,BX571811.2
BX571942.1,BX571942.1
